video_name,black_count,blonde_count,red_count,white_count,final,category
v_BalanceBeam_g03_c04,0,2,3,0,red,BalanceBeam
v_BalanceBeam_g04_c03,3,2,0,0,black,BalanceBeam
v_BalanceBeam_g05_c04,0,1,1,3,white,BalanceBeam
v_BalanceBeam_g07_c01,0,2,3,0,red,BalanceBeam
v_BalanceBeam_g07_c02,0,0,5,0,red,BalanceBeam
v_BalanceBeam_g08_c03,0,0,5,0,red,BalanceBeam
v_BalanceBeam_g10_c03,0,5,0,0,blonde,BalanceBeam
v_BalanceBeam_g10_c04,3,1,0,1,black,BalanceBeam
v_BalanceBeam_g11_c01,1,4,0,0,blonde,BalanceBeam
v_BalanceBeam_g11_c03,0,3,2,0,blonde,BalanceBeam
v_BalanceBeam_g12_c01,2,2,0,1,black,BalanceBeam
v_BalanceBeam_g13_c01,0,2,3,0,red,BalanceBeam
v_BalanceBeam_g14_c04,1,1,2,1,red,BalanceBeam
v_BalanceBeam_g16_c02,0,4,1,0,blonde,BalanceBeam
v_BalanceBeam_g16_c04,1,3,1,0,blonde,BalanceBeam
v_BalanceBeam_g17_c03,3,2,0,0,black,BalanceBeam
v_BalanceBeam_g17_c05,4,1,0,0,black,BalanceBeam
v_BalanceBeam_g19_c03,0,2,3,0,red,BalanceBeam
v_BalanceBeam_g20_c03,0,1,1,3,white,BalanceBeam
v_BalanceBeam_g21_c01,0,0,5,0,red,BalanceBeam
v_BalanceBeam_g22_c02,3,2,0,0,black,BalanceBeam
v_BalanceBeam_g22_c03,0,0,5,0,red,BalanceBeam
v_BalanceBeam_g23_c02,4,1,0,0,black,BalanceBeam
v_BalanceBeam_g23_c03,0,0,5,0,red,BalanceBeam
v_BalanceBeam_g23_c04,0,2,3,0,red,BalanceBeam
v_BalanceBeam_g24_c02,2,0,3,0,red,BalanceBeam
v_BalanceBeam_g24_c03,2,3,0,0,blonde,BalanceBeam
v_BandMarching_g03_c04,0,4,1,0,blonde,BandMarching
v_BandMarching_g04_c01,0,0,0,5,white,BandMarching
v_BandMarching_g06_c01,0,0,0,5,white,BandMarching
v_BandMarching_g08_c07,0,0,1,4,white,BandMarching
v_BandMarching_g09_c01,0,1,4,0,red,BandMarching
v_BandMarching_g09_c02,0,2,3,0,red,BandMarching
v_BandMarching_g09_c05,0,1,3,1,red,BandMarching
v_BandMarching_g10_c01,0,3,0,2,blonde,BandMarching
v_BandMarching_g10_c05,0,3,0,2,blonde,BandMarching
v_BandMarching_g11_c01,0,0,5,0,red,BandMarching
v_BandMarching_g11_c04,0,0,5,0,red,BandMarching
v_BandMarching_g11_c05,0,0,5,0,red,BandMarching
v_BandMarching_g11_c06,2,1,0,2,black,BandMarching
v_BandMarching_g12_c02,0,2,2,1,blonde,BandMarching
v_BandMarching_g12_c04,0,0,5,0,red,BandMarching
v_BandMarching_g16_c03,0,0,5,0,red,BandMarching
v_BandMarching_g18_c01,0,0,0,5,white,BandMarching
v_BandMarching_g20_c03,3,0,2,0,black,BandMarching
v_BandMarching_g21_c04,0,3,0,2,blonde,BandMarching
v_BandMarching_g22_c01,0,1,1,3,white,BandMarching
v_BandMarching_g22_c02,0,0,1,4,white,BandMarching
v_BandMarching_g22_c04,0,3,1,1,blonde,BandMarching
v_BandMarching_g23_c01,0,0,0,5,white,BandMarching
v_BandMarching_g25_c03,0,1,1,3,white,BandMarching
v_BandMarching_g25_c06,0,4,1,0,blonde,BandMarching
v_BaseballPitch_g01_c01,0,0,4,1,red,BaseballPitch
v_BaseballPitch_g01_c02,5,0,0,0,black,BaseballPitch
v_BaseballPitch_g01_c04,3,0,2,0,black,BaseballPitch
v_BaseballPitch_g02_c01,3,1,1,0,black,BaseballPitch
v_BaseballPitch_g03_c02,0,1,2,2,red,BaseballPitch
v_BaseballPitch_g03_c06,0,3,1,1,blonde,BaseballPitch
v_BaseballPitch_g03_c07,2,0,1,2,black,BaseballPitch
v_BaseballPitch_g11_c02,0,2,2,1,blonde,BaseballPitch
v_BaseballPitch_g12_c01,0,2,0,3,white,BaseballPitch
v_BaseballPitch_g14_c03,1,2,1,1,blonde,BaseballPitch
v_BaseballPitch_g15_c02,0,0,5,0,red,BaseballPitch
v_BaseballPitch_g15_c05,0,1,4,0,red,BaseballPitch
v_BaseballPitch_g15_c06,0,1,4,0,red,BaseballPitch
v_BaseballPitch_g15_c07,2,1,2,0,black,BaseballPitch
v_BaseballPitch_g17_c04,3,0,2,0,black,BaseballPitch
v_BaseballPitch_g18_c02,0,4,0,1,blonde,BaseballPitch
v_BaseballPitch_g18_c03,0,3,2,0,blonde,BaseballPitch
v_BaseballPitch_g18_c05,0,3,2,0,blonde,BaseballPitch
v_BaseballPitch_g22_c01,0,0,4,1,red,BaseballPitch
v_BaseballPitch_g22_c02,0,0,5,0,red,BaseballPitch
v_BaseballPitch_g22_c03,0,1,2,2,red,BaseballPitch
v_BaseballPitch_g24_c06,1,0,1,3,white,BaseballPitch
v_BaseballPitch_g24_c07,3,0,1,1,black,BaseballPitch
v_BasketballDunk_g01_c04,0,5,0,0,blonde,BasketballDunk
v_BasketballDunk_g01_c06,0,5,0,0,blonde,BasketballDunk
v_BasketballDunk_g02_c02,0,3,2,0,blonde,BasketballDunk
v_BasketballDunk_g03_c02,0,2,2,1,blonde,BasketballDunk
v_BasketballDunk_g03_c03,0,4,0,1,blonde,BasketballDunk
v_BasketballDunk_g03_c04,0,0,1,4,white,BasketballDunk
v_BasketballDunk_g04_c02,0,1,4,0,red,BasketballDunk
v_BasketballDunk_g05_c05,0,3,0,2,blonde,BasketballDunk
v_BasketballDunk_g05_c06,0,5,0,0,blonde,BasketballDunk
v_BasketballDunk_g06_c02,0,3,2,0,blonde,BasketballDunk
v_BasketballDunk_g07_c02,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g07_c03,0,0,0,5,white,BasketballDunk
v_BasketballDunk_g07_c05,0,0,2,3,white,BasketballDunk
v_BasketballDunk_g08_c01,0,1,4,0,red,BasketballDunk
v_BasketballDunk_g10_c01,0,3,2,0,blonde,BasketballDunk
v_BasketballDunk_g10_c04,0,3,0,2,blonde,BasketballDunk
v_BasketballDunk_g11_c01,0,5,0,0,blonde,BasketballDunk
v_BasketballDunk_g12_c02,0,5,0,0,blonde,BasketballDunk
v_BasketballDunk_g12_c04,0,2,0,3,white,BasketballDunk
v_BasketballDunk_g12_c05,0,1,1,3,white,BasketballDunk
v_BasketballDunk_g13_c02,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g13_c03,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g14_c02,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g14_c03,0,0,3,2,red,BasketballDunk
v_BasketballDunk_g14_c06,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g15_c02,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g15_c03,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g15_c06,0,0,2,3,white,BasketballDunk
v_BasketballDunk_g16_c02,1,4,0,0,blonde,BasketballDunk
v_BasketballDunk_g17_c02,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g17_c04,0,1,1,3,white,BasketballDunk
v_BasketballDunk_g17_c06,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g18_c04,0,2,0,3,white,BasketballDunk
v_BasketballDunk_g20_c05,3,1,0,1,black,BasketballDunk
v_BasketballDunk_g20_c06,0,4,1,0,blonde,BasketballDunk
v_BasketballDunk_g21_c03,0,2,3,0,red,BasketballDunk
v_BasketballDunk_g21_c04,3,1,1,0,black,BasketballDunk
v_BasketballDunk_g22_c03,1,1,0,3,white,BasketballDunk
v_BasketballDunk_g22_c04,0,1,4,0,red,BasketballDunk
v_BasketballDunk_g23_c02,0,1,0,4,white,BasketballDunk
v_BasketballDunk_g23_c03,0,5,0,0,blonde,BasketballDunk
v_BasketballDunk_g23_c05,0,0,1,4,white,BasketballDunk
v_BasketballDunk_g24_c02,0,0,5,0,red,BasketballDunk
v_BasketballDunk_g25_c02,0,4,1,0,blonde,BasketballDunk
v_Basketball_g01_c02,0,2,0,3,white,Basketball
v_Basketball_g01_c04,0,2,0,3,white,Basketball
v_Basketball_g03_c02,2,0,0,3,white,Basketball
v_Basketball_g05_c01,0,2,0,3,white,Basketball
v_Basketball_g05_c04,0,0,5,0,red,Basketball
v_Basketball_g06_c03,2,1,1,1,black,Basketball
v_Basketball_g07_c01,0,1,4,0,red,Basketball
v_Basketball_g07_c02,0,2,3,0,red,Basketball
v_Basketball_g08_c02,0,0,0,5,white,Basketball
v_Basketball_g08_c03,0,0,2,3,white,Basketball
v_Basketball_g09_c02,3,1,0,1,black,Basketball
v_Basketball_g10_c01,1,0,4,0,red,Basketball
v_Basketball_g10_c02,0,1,4,0,red,Basketball
v_Basketball_g14_c01,0,1,0,4,white,Basketball
v_Basketball_g14_c04,1,0,0,4,white,Basketball
v_Basketball_g15_c06,0,2,3,0,red,Basketball
v_Basketball_g15_c07,0,2,3,0,red,Basketball
v_Basketball_g16_c04,2,0,0,3,white,Basketball
v_Basketball_g17_c02,0,2,2,1,blonde,Basketball
v_Basketball_g17_c03,0,4,1,0,blonde,Basketball
v_Basketball_g18_c01,3,0,2,0,black,Basketball
v_Basketball_g18_c02,0,2,0,3,white,Basketball
v_Basketball_g18_c04,0,0,3,2,red,Basketball
v_Basketball_g19_c02,1,0,4,0,red,Basketball
v_Basketball_g19_c03,0,1,4,0,red,Basketball
v_Basketball_g19_c07,0,2,3,0,red,Basketball
v_Basketball_g20_c01,2,0,0,3,white,Basketball
v_Basketball_g20_c06,0,1,0,4,white,Basketball
v_Basketball_g21_c03,2,2,0,1,black,Basketball
v_Basketball_g21_c04,0,2,0,3,white,Basketball
v_Basketball_g21_c06,1,0,3,1,red,Basketball
v_Basketball_g22_c03,1,3,0,1,blonde,Basketball
v_Basketball_g23_c02,1,0,0,4,white,Basketball
v_Basketball_g23_c05,2,0,0,3,white,Basketball
v_Basketball_g23_c06,2,0,0,3,white,Basketball
v_Basketball_g24_c03,2,1,2,0,black,Basketball
v_Basketball_g25_c01,0,3,1,1,blonde,Basketball
v_Basketball_g25_c03,1,2,2,0,blonde,Basketball
v_Basketball_g25_c04,2,3,0,0,blonde,Basketball
v_BenchPress_g01_c06,0,0,0,5,white,BenchPress
v_BenchPress_g02_c03,2,0,0,3,white,BenchPress
v_BenchPress_g03_c05,2,0,3,0,red,BenchPress
v_BenchPress_g03_c06,2,0,3,0,red,BenchPress
v_BenchPress_g04_c03,0,0,4,1,red,BenchPress
v_BenchPress_g04_c06,0,0,3,2,red,BenchPress
v_BenchPress_g05_c03,0,0,4,1,red,BenchPress
v_BenchPress_g05_c07,1,0,4,0,red,BenchPress
v_BenchPress_g06_c04,0,0,2,3,white,BenchPress
v_BenchPress_g07_c03,3,0,0,2,black,BenchPress
v_BenchPress_g07_c07,0,1,0,4,white,BenchPress
v_BenchPress_g09_c03,2,0,0,3,white,BenchPress
v_BenchPress_g09_c06,0,0,1,4,white,BenchPress
v_BenchPress_g10_c02,2,0,3,0,red,BenchPress
v_BenchPress_g10_c03,2,0,3,0,red,BenchPress
v_BenchPress_g11_c02,4,0,0,1,black,BenchPress
v_BenchPress_g11_c03,3,0,0,2,black,BenchPress
v_BenchPress_g12_c01,2,0,3,0,red,BenchPress
v_BenchPress_g12_c02,1,0,2,2,red,BenchPress
v_BenchPress_g12_c03,0,0,0,5,white,BenchPress
v_BenchPress_g13_c07,3,0,2,0,black,BenchPress
v_BenchPress_g14_c06,2,0,0,3,white,BenchPress
v_BenchPress_g19_c03,0,0,2,3,white,BenchPress
v_BenchPress_g20_c05,3,0,2,0,black,BenchPress
v_BenchPress_g22_c03,0,1,0,4,white,BenchPress
v_BenchPress_g22_c06,0,0,1,4,white,BenchPress
v_BenchPress_g24_c06,2,0,0,3,white,BenchPress
v_BenchPress_g25_c04,0,0,3,2,red,BenchPress
v_Biking_g01_c01,2,0,2,1,black,Biking
v_Biking_g01_c02,0,1,4,0,red,Biking
v_Biking_g02_c01,2,0,0,3,white,Biking
v_Biking_g02_c05,0,0,3,2,red,Biking
v_Biking_g02_c06,0,1,3,1,red,Biking
v_Biking_g02_c07,1,0,2,2,red,Biking
v_Biking_g03_c01,1,1,3,0,red,Biking
v_Biking_g03_c04,1,0,4,0,red,Biking
v_Biking_g04_c04,3,0,1,1,black,Biking
v_Biking_g05_c01,0,2,0,3,white,Biking
v_Biking_g05_c02,2,2,0,1,black,Biking
v_Biking_g05_c05,2,1,1,1,black,Biking
v_Biking_g06_c04,0,1,4,0,red,Biking
v_Biking_g06_c05,0,0,5,0,red,Biking
v_Biking_g07_c01,0,4,0,1,blonde,Biking
v_Biking_g07_c02,0,1,0,4,white,Biking
v_Biking_g07_c04,0,3,1,1,blonde,Biking
v_Biking_g09_c01,0,3,1,1,blonde,Biking
v_Biking_g10_c01,0,4,1,0,blonde,Biking
v_Biking_g11_c04,0,1,2,2,red,Biking
v_Biking_g11_c05,0,2,0,3,white,Biking
v_Biking_g12_c03,3,1,0,1,black,Biking
v_Biking_g13_c03,1,0,4,0,red,Biking
v_Biking_g13_c04,0,2,3,0,red,Biking
v_Biking_g13_c06,1,1,1,2,white,Biking
v_Biking_g14_c02,2,3,0,0,blonde,Biking
v_Biking_g15_c02,2,0,3,0,red,Biking
v_Biking_g17_c01,0,0,3,2,red,Biking
v_Biking_g18_c01,0,4,1,0,blonde,Biking
v_Biking_g18_c03,2,1,2,0,black,Biking
v_Biking_g18_c05,1,3,1,0,blonde,Biking
v_Biking_g20_c05,3,0,2,0,black,Biking
v_Biking_g22_c01,0,0,5,0,red,Biking
v_Biking_g22_c02,0,0,5,0,red,Biking
v_Biking_g23_c02,0,0,2,3,white,Biking
v_Biking_g24_c06,0,1,3,1,red,Biking
v_Biking_g24_c07,0,1,1,3,white,Biking
v_Billiards_g01_c02,3,2,0,0,black,Billiards
v_Billiards_g04_c01,0,0,5,0,red,Billiards
v_Billiards_g04_c03,3,2,0,0,black,Billiards
v_Billiards_g04_c04,3,0,0,2,black,Billiards
v_Billiards_g05_c03,2,2,0,1,black,Billiards
v_Billiards_g06_c01,0,2,0,3,white,Billiards
v_Billiards_g06_c04,0,1,4,0,red,Billiards
v_Billiards_g06_c05,0,0,0,5,white,Billiards
v_Billiards_g07_c01,3,2,0,0,black,Billiards
v_Billiards_g09_c03,1,0,0,4,white,Billiards
v_Billiards_g11_c01,0,2,0,3,white,Billiards
v_Billiards_g11_c03,0,1,3,1,red,Billiards
v_Billiards_g11_c06,0,1,3,1,red,Billiards
v_Billiards_g12_c01,0,1,2,2,red,Billiards
v_Billiards_g12_c02,0,2,3,0,red,Billiards
v_Billiards_g12_c03,0,1,1,3,white,Billiards
v_Billiards_g12_c07,0,1,0,4,white,Billiards
v_Billiards_g13_c03,0,2,3,0,red,Billiards
v_Billiards_g13_c04,0,0,1,4,white,Billiards
v_Billiards_g13_c05,0,2,0,3,white,Billiards
v_Billiards_g14_c04,0,0,0,5,white,Billiards
v_Billiards_g14_c06,2,0,0,3,white,Billiards
v_Billiards_g15_c02,0,4,1,0,blonde,Billiards
v_Billiards_g15_c03,1,1,0,3,white,Billiards
v_Billiards_g15_c05,1,1,2,1,red,Billiards
v_Billiards_g15_c06,0,3,1,1,blonde,Billiards
v_Billiards_g19_c01,1,2,0,2,blonde,Billiards
v_Billiards_g19_c02,0,2,0,3,white,Billiards
v_Billiards_g19_c04,0,0,4,1,red,Billiards
v_Billiards_g21_c01,1,1,1,2,white,Billiards
v_Billiards_g21_c05,2,0,0,3,white,Billiards
v_Billiards_g21_c06,1,1,2,1,red,Billiards
v_Billiards_g21_c07,0,0,0,5,white,Billiards
v_Billiards_g23_c01,4,1,0,0,black,Billiards
v_Billiards_g24_c01,5,0,0,0,black,Billiards
v_Billiards_g24_c02,1,1,1,2,white,Billiards
v_Billiards_g25_c03,0,1,2,2,red,Billiards
v_Billiards_g25_c06,0,1,4,0,red,Billiards
v_Billiards_g25_c07,0,2,3,0,red,Billiards
v_BlowDryHair_g04_c01,0,0,5,0,red,BlowDryHair
v_BlowDryHair_g04_c04,2,2,1,0,black,BlowDryHair
v_BlowDryHair_g05_c01,4,1,0,0,black,BlowDryHair
v_BlowDryHair_g07_c03,1,0,4,0,red,BlowDryHair
v_BlowDryHair_g11_c02,0,0,5,0,red,BlowDryHair
v_BlowDryHair_g11_c03,0,2,3,0,red,BlowDryHair
v_BlowDryHair_g13_c02,1,0,4,0,red,BlowDryHair
v_BlowDryHair_g13_c04,0,0,5,0,red,BlowDryHair
v_BlowDryHair_g15_c03,4,1,0,0,black,BlowDryHair
v_BlowDryHair_g15_c04,3,0,2,0,black,BlowDryHair
v_BlowDryHair_g20_c04,0,2,3,0,red,BlowDryHair
v_BlowDryHair_g20_c05,1,1,3,0,red,BlowDryHair
v_BlowDryHair_g22_c02,2,3,0,0,blonde,BlowDryHair
v_BlowDryHair_g23_c06,1,0,2,2,red,BlowDryHair
v_BlowingCandles_g01_c01,0,0,5,0,red,BlowingCandles
v_BlowingCandles_g02_c03,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g02_c04,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g05_c02,0,3,2,0,blonde,BlowingCandles
v_BlowingCandles_g06_c01,3,0,2,0,black,BlowingCandles
v_BlowingCandles_g06_c02,5,0,0,0,black,BlowingCandles
v_BlowingCandles_g06_c03,1,0,4,0,red,BlowingCandles
v_BlowingCandles_g07_c03,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g07_c04,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g09_c01,4,1,0,0,black,BlowingCandles
v_BlowingCandles_g09_c04,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g10_c02,1,2,2,0,blonde,BlowingCandles
v_BlowingCandles_g10_c03,2,0,3,0,red,BlowingCandles
v_BlowingCandles_g11_c03,0,4,1,0,blonde,BlowingCandles
v_BlowingCandles_g11_c04,0,3,2,0,blonde,BlowingCandles
v_BlowingCandles_g13_c02,1,1,3,0,red,BlowingCandles
v_BlowingCandles_g13_c03,0,2,3,0,red,BlowingCandles
v_BlowingCandles_g14_c03,0,0,5,0,red,BlowingCandles
v_BlowingCandles_g14_c04,0,0,5,0,red,BlowingCandles
v_BlowingCandles_g15_c03,2,0,3,0,red,BlowingCandles
v_BlowingCandles_g15_c04,3,0,2,0,black,BlowingCandles
v_BlowingCandles_g17_c01,1,0,4,0,red,BlowingCandles
v_BlowingCandles_g18_c02,0,2,3,0,red,BlowingCandles
v_BlowingCandles_g18_c04,0,2,3,0,red,BlowingCandles
v_BlowingCandles_g19_c02,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g20_c01,0,4,1,0,blonde,BlowingCandles
v_BlowingCandles_g20_c03,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g21_c03,2,3,0,0,blonde,BlowingCandles
v_BlowingCandles_g22_c02,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g22_c04,0,4,1,0,blonde,BlowingCandles
v_BlowingCandles_g23_c01,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g23_c03,1,0,4,0,red,BlowingCandles
v_BlowingCandles_g24_c01,0,0,0,5,white,BlowingCandles
v_BlowingCandles_g24_c02,0,0,1,4,white,BlowingCandles
v_BlowingCandles_g25_c01,0,0,5,0,red,BlowingCandles
v_BlowingCandles_g25_c02,0,0,5,0,red,BlowingCandles
v_BodyWeightSquats_g02_c03,2,0,3,0,red,BodyWeightSquats
v_BodyWeightSquats_g03_c01,0,2,2,1,blonde,BodyWeightSquats
v_BodyWeightSquats_g03_c04,0,1,0,4,white,BodyWeightSquats
v_BodyWeightSquats_g03_c05,1,1,1,2,white,BodyWeightSquats
v_BodyWeightSquats_g04_c02,1,0,4,0,red,BodyWeightSquats
v_BodyWeightSquats_g05_c04,3,1,1,0,black,BodyWeightSquats
v_BodyWeightSquats_g06_c03,0,0,3,2,red,BodyWeightSquats
v_BodyWeightSquats_g06_c05,0,0,5,0,red,BodyWeightSquats
v_BodyWeightSquats_g09_c05,5,0,0,0,black,BodyWeightSquats
v_BodyWeightSquats_g09_c06,5,0,0,0,black,BodyWeightSquats
v_BodyWeightSquats_g09_c07,4,0,1,0,black,BodyWeightSquats
v_BodyWeightSquats_g10_c03,1,0,4,0,red,BodyWeightSquats
v_BodyWeightSquats_g10_c04,2,0,3,0,red,BodyWeightSquats
v_BodyWeightSquats_g12_c01,0,2,3,0,red,BodyWeightSquats
v_BodyWeightSquats_g12_c03,0,2,3,0,red,BodyWeightSquats
v_BodyWeightSquats_g14_c02,1,1,3,0,red,BodyWeightSquats
v_BodyWeightSquats_g17_c02,1,2,2,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g18_c04,3,0,2,0,black,BodyWeightSquats
v_BodyWeightSquats_g19_c01,2,0,3,0,red,BodyWeightSquats
v_BodyWeightSquats_g19_c02,2,0,3,0,red,BodyWeightSquats
v_BodyWeightSquats_g20_c01,0,3,1,1,blonde,BodyWeightSquats
v_BodyWeightSquats_g21_c02,1,2,2,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g21_c04,2,1,2,0,black,BodyWeightSquats
v_BodyWeightSquats_g25_c03,0,3,2,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g25_c05,0,4,1,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g25_c06,1,2,2,0,blonde,BodyWeightSquats
v_Bowling_g01_c01,4,0,1,0,black,Bowling
v_Bowling_g01_c05,0,4,1,0,blonde,Bowling
v_Bowling_g01_c07,2,3,0,0,blonde,Bowling
v_Bowling_g02_c01,0,2,3,0,red,Bowling
v_Bowling_g03_c02,0,5,0,0,blonde,Bowling
v_Bowling_g03_c03,1,2,2,0,blonde,Bowling
v_Bowling_g03_c04,2,0,3,0,red,Bowling
v_Bowling_g03_c06,0,5,0,0,blonde,Bowling
v_Bowling_g04_c02,2,3,0,0,blonde,Bowling
v_Bowling_g04_c04,0,0,5,0,red,Bowling
v_Bowling_g05_c01,0,4,1,0,blonde,Bowling
v_Bowling_g05_c04,0,3,2,0,blonde,Bowling
v_Bowling_g06_c01,0,0,5,0,red,Bowling
v_Bowling_g06_c02,4,0,1,0,black,Bowling
v_Bowling_g06_c05,0,1,4,0,red,Bowling
v_Bowling_g06_c07,1,0,4,0,red,Bowling
v_Bowling_g07_c01,2,3,0,0,blonde,Bowling
v_Bowling_g07_c02,1,3,1,0,blonde,Bowling
v_Bowling_g07_c04,1,1,3,0,red,Bowling
v_Bowling_g07_c06,0,5,0,0,blonde,Bowling
v_Bowling_g09_c01,1,4,0,0,blonde,Bowling
v_Bowling_g09_c02,1,4,0,0,blonde,Bowling
