video_name,kid_count,young_count,old_count,final,category
v_BandMarching_g15_c02,2,3,0,young,BandMarching
v_BandMarching_g15_c03,2,3,0,young,BandMarching
v_BandMarching_g15_c07,0,5,0,young,BandMarching
v_BandMarching_g16_c03,0,5,0,young,BandMarching
v_BandMarching_g16_c05,1,4,0,young,BandMarching
v_BandMarching_g16_c07,1,4,0,young,BandMarching
v_BandMarching_g18_c01,5,0,0,kid,BandMarching
v_BandMarching_g18_c04,3,2,0,kid,BandMarching
v_BandMarching_g19_c06,1,4,0,young,BandMarching
v_BandMarching_g21_c04,3,2,0,kid,BandMarching
v_BandMarching_g22_c01,0,0,5,old,BandMarching
v_BandMarching_g22_c02,1,0,4,old,BandMarching
v_BandMarching_g23_c02,0,5,0,young,BandMarching
v_BandMarching_g25_c02,0,2,3,old,BandMarching
v_BandMarching_g25_c06,5,0,0,kid,BandMarching
v_BaseballPitch_g01_c05,0,4,1,young,BaseballPitch
v_BaseballPitch_g02_c02,2,1,2,uncertain,BaseballPitch
v_BaseballPitch_g05_c03,1,0,4,old,BaseballPitch
v_BaseballPitch_g05_c06,2,0,3,old,BaseballPitch
v_BaseballPitch_g08_c02,3,2,0,kid,BaseballPitch
v_BaseballPitch_g08_c03,3,2,0,kid,BaseballPitch
v_BaseballPitch_g09_c05,0,2,3,old,BaseballPitch
v_BaseballPitch_g10_c03,3,0,2,kid,BaseballPitch
v_BaseballPitch_g10_c05,4,0,1,kid,BaseballPitch
v_BaseballPitch_g14_c01,1,4,0,young,BaseballPitch
v_BaseballPitch_g14_c02,1,4,0,young,BaseballPitch
v_BaseballPitch_g15_c05,3,0,2,kid,BaseballPitch
v_BaseballPitch_g15_c06,4,1,0,kid,BaseballPitch
v_BaseballPitch_g15_c07,2,2,1,uncertain,BaseballPitch
v_BaseballPitch_g18_c01,2,0,3,old,BaseballPitch
v_BaseballPitch_g20_c04,4,0,1,kid,BaseballPitch
v_BaseballPitch_g24_c04,1,4,0,young,BaseballPitch
v_BaseballPitch_g24_c05,1,4,0,young,BaseballPitch
v_BaseballPitch_g24_c06,1,3,1,young,BaseballPitch
v_BaseballPitch_g25_c01,3,2,0,kid,BaseballPitch
v_BasketballDunk_g21_c01,1,4,0,young,BasketballDunk
v_BasketballDunk_g21_c04,2,3,0,young,BasketballDunk
v_BasketballDunk_g22_c03,2,3,0,young,BasketballDunk
v_Basketball_g03_c01,1,2,2,uncertain,Basketball
v_Basketball_g03_c02,0,2,3,old,Basketball
v_Basketball_g03_c04,0,1,4,old,Basketball
v_Basketball_g03_c06,1,3,1,young,Basketball
v_Basketball_g05_c03,0,5,0,young,Basketball
v_Basketball_g08_c02,2,3,0,young,Basketball
v_Basketball_g08_c03,2,2,1,uncertain,Basketball
v_Basketball_g09_c01,1,3,1,young,Basketball
v_Basketball_g09_c04,1,3,1,young,Basketball
v_Basketball_g09_c05,1,1,3,old,Basketball
v_Basketball_g11_c03,3,2,0,kid,Basketball
v_Basketball_g11_c05,3,2,0,kid,Basketball
v_Basketball_g13_c03,2,3,0,young,Basketball
v_Basketball_g13_c04,1,4,0,young,Basketball
v_Basketball_g14_c04,2,1,2,uncertain,Basketball
v_Basketball_g14_c05,4,0,1,kid,Basketball
v_Basketball_g16_c06,4,1,0,kid,Basketball
v_Basketball_g17_c02,2,0,3,old,Basketball
v_Basketball_g18_c03,0,5,0,young,Basketball
v_Basketball_g18_c04,2,0,3,old,Basketball
v_Basketball_g18_c05,2,2,1,uncertain,Basketball
v_Basketball_g20_c06,2,3,0,young,Basketball
v_Basketball_g21_c04,2,2,1,uncertain,Basketball
v_Basketball_g22_c04,2,3,0,young,Basketball
v_Basketball_g22_c06,2,3,0,young,Basketball
v_Basketball_g23_c01,2,2,1,uncertain,Basketball
v_Basketball_g23_c02,2,3,0,young,Basketball
v_Basketball_g23_c05,3,2,0,kid,Basketball
v_Basketball_g23_c06,0,3,2,young,Basketball
v_BenchPress_g06_c07,4,0,1,kid,BenchPress
v_BenchPress_g07_c04,1,3,1,young,BenchPress
v_BenchPress_g08_c01,0,3,2,young,BenchPress
v_BenchPress_g09_c01,0,2,3,old,BenchPress
v_BenchPress_g09_c04,0,2,3,old,BenchPress
v_BenchPress_g09_c07,0,2,3,old,BenchPress
v_BenchPress_g11_c01,0,2,3,old,BenchPress
v_BenchPress_g12_c03,0,2,3,old,BenchPress
v_BenchPress_g14_c01,0,2,3,old,BenchPress
v_BenchPress_g14_c05,0,2,3,old,BenchPress
v_BenchPress_g14_c06,0,2,3,old,BenchPress
v_BenchPress_g16_c01,0,3,2,young,BenchPress
v_BenchPress_g16_c03,0,5,0,young,BenchPress
v_BenchPress_g17_c01,0,5,0,young,BenchPress
v_BenchPress_g17_c02,0,3,2,young,BenchPress
v_BenchPress_g17_c03,1,2,2,uncertain,BenchPress
v_BenchPress_g17_c06,2,3,0,young,BenchPress
v_BenchPress_g19_c02,2,2,1,uncertain,BenchPress
v_BenchPress_g19_c03,0,1,4,old,BenchPress
v_BenchPress_g21_c04,2,0,3,old,BenchPress
v_BenchPress_g22_c06,0,4,1,young,BenchPress
v_BenchPress_g24_c05,0,1,4,old,BenchPress
v_BenchPress_g24_c06,0,2,3,old,BenchPress
v_Biking_g02_c01,2,2,1,uncertain,Biking
v_Biking_g02_c05,2,2,1,uncertain,Biking
v_Biking_g02_c07,1,4,0,young,Biking
v_Biking_g04_c01,3,1,1,kid,Biking
v_Biking_g04_c02,3,1,1,kid,Biking
v_Biking_g05_c01,0,0,5,old,Biking
v_Biking_g05_c04,0,0,5,old,Biking
v_Biking_g05_c07,0,2,3,old,Biking
v_Biking_g06_c01,4,1,0,kid,Biking
v_Biking_g07_c01,1,1,3,old,Biking
v_Biking_g07_c03,1,2,2,uncertain,Biking
v_Biking_g09_c01,0,5,0,young,Biking
v_Biking_g10_c01,1,1,3,old,Biking
v_Biking_g10_c02,2,1,2,uncertain,Biking
v_Biking_g10_c03,1,0,4,old,Biking
v_Biking_g11_c01,2,3,0,young,Biking
v_Biking_g11_c02,0,3,2,young,Biking
v_Biking_g11_c04,3,1,1,kid,Biking
v_Biking_g11_c05,2,1,2,uncertain,Biking
v_Biking_g12_c02,2,0,3,old,Biking
v_Biking_g13_c01,4,0,1,kid,Biking
v_Biking_g13_c02,2,0,3,old,Biking
v_Biking_g13_c03,1,0,4,old,Biking
v_Biking_g16_c02,0,1,4,old,Biking
v_Biking_g16_c04,2,2,1,uncertain,Biking
v_Biking_g16_c05,1,3,1,young,Biking
v_Biking_g17_c02,1,3,1,young,Biking
v_Biking_g17_c03,3,2,0,kid,Biking
v_Biking_g17_c06,0,4,1,young,Biking
v_Biking_g20_c01,2,2,1,uncertain,Biking
v_Biking_g20_c02,0,4,1,young,Biking
v_Biking_g20_c03,0,5,0,young,Biking
v_Biking_g20_c05,0,3,2,young,Biking
v_Biking_g21_c02,3,2,0,kid,Biking
v_Biking_g22_c01,1,4,0,young,Biking
v_Biking_g23_c01,1,4,0,young,Biking
v_Biking_g23_c02,1,4,0,young,Biking
v_Biking_g24_c02,1,2,2,uncertain,Biking
v_Biking_g24_c03,0,0,5,old,Biking
v_Biking_g24_c04,4,1,0,kid,Biking
v_Billiards_g01_c02,2,1,2,uncertain,Billiards
v_Billiards_g01_c05,2,1,2,uncertain,Billiards
v_Billiards_g01_c06,3,0,2,kid,Billiards
v_Billiards_g03_c05,2,0,3,old,Billiards
v_Billiards_g04_c02,2,1,2,uncertain,Billiards
v_Billiards_g04_c04,1,0,4,old,Billiards
v_Billiards_g04_c06,2,2,1,uncertain,Billiards
v_Billiards_g04_c07,0,1,4,old,Billiards
v_Billiards_g07_c03,1,2,2,uncertain,Billiards
v_Billiards_g08_c01,0,2,3,old,Billiards
v_Billiards_g08_c03,2,1,2,uncertain,Billiards
v_Billiards_g08_c04,2,1,2,uncertain,Billiards
v_Billiards_g15_c03,0,4,1,young,Billiards
v_Billiards_g15_c04,2,3,0,young,Billiards
v_Billiards_g15_c07,0,5,0,young,Billiards
v_Billiards_g16_c05,1,0,4,old,Billiards
v_Billiards_g17_c02,1,0,4,old,Billiards
v_Billiards_g19_c02,2,1,2,uncertain,Billiards
v_Billiards_g19_c03,0,5,0,young,Billiards
v_Billiards_g19_c04,1,2,2,uncertain,Billiards
v_Billiards_g19_c05,2,0,3,old,Billiards
v_Billiards_g19_c07,2,0,3,old,Billiards
v_Billiards_g22_c04,1,0,4,old,Billiards
v_Billiards_g22_c05,2,1,2,uncertain,Billiards
v_Billiards_g23_c03,0,2,3,old,Billiards
v_Billiards_g23_c04,2,2,1,uncertain,Billiards
v_Billiards_g24_c02,0,2,3,old,Billiards
v_Billiards_g24_c03,0,2,3,old,Billiards
v_Billiards_g24_c05,1,3,1,young,Billiards
v_Billiards_g24_c06,0,5,0,young,Billiards
v_BlowDryHair_g05_c05,0,2,3,old,BlowDryHair
v_BlowDryHair_g06_c04,0,2,3,old,BlowDryHair
v_BlowDryHair_g12_c03,0,2,3,old,BlowDryHair
v_BlowDryHair_g15_c01,0,1,4,old,BlowDryHair
v_BlowingCandles_g01_c03,0,0,5,old,BlowingCandles
v_BlowingCandles_g01_c04,1,0,4,old,BlowingCandles
v_BlowingCandles_g02_c01,0,5,0,young,BlowingCandles
v_BlowingCandles_g02_c04,0,5,0,young,BlowingCandles
v_BlowingCandles_g03_c03,3,1,1,kid,BlowingCandles
v_BlowingCandles_g07_c01,0,5,0,young,BlowingCandles
v_BlowingCandles_g08_c04,4,1,0,kid,BlowingCandles
v_BlowingCandles_g09_c03,1,0,4,old,BlowingCandles
v_BlowingCandles_g11_c01,0,5,0,young,BlowingCandles
v_BlowingCandles_g11_c02,0,5,0,young,BlowingCandles
v_BlowingCandles_g12_c05,2,3,0,young,BlowingCandles
v_BlowingCandles_g14_c04,1,4,0,young,BlowingCandles
v_BlowingCandles_g19_c01,0,0,5,old,BlowingCandles
v_BlowingCandles_g19_c03,0,5,0,young,BlowingCandles
v_BlowingCandles_g20_c01,1,4,0,young,BlowingCandles
v_BlowingCandles_g21_c03,0,5,0,young,BlowingCandles
v_BlowingCandles_g22_c01,2,3,0,young,BlowingCandles
v_BlowingCandles_g24_c01,0,0,5,old,BlowingCandles
v_BlowingCandles_g24_c02,0,0,5,old,BlowingCandles
v_BlowingCandles_g25_c04,1,4,0,young,BlowingCandles
v_BlowingCandles_g25_c05,0,5,0,young,BlowingCandles
v_BlowingCandles_g25_c06,2,3,0,young,BlowingCandles
v_BodyWeightSquats_g03_c02,0,4,1,young,BodyWeightSquats
v_BodyWeightSquats_g03_c05,0,3,2,young,BodyWeightSquats
v_BodyWeightSquats_g04_c03,0,3,2,young,BodyWeightSquats
v_BodyWeightSquats_g07_c04,0,1,4,old,BodyWeightSquats
v_BodyWeightSquats_g08_c02,0,3,2,young,BodyWeightSquats
v_BodyWeightSquats_g09_c01,0,2,3,old,BodyWeightSquats
v_BodyWeightSquats_g09_c02,0,2,3,old,BodyWeightSquats
v_BodyWeightSquats_g09_c03,0,1,4,old,BodyWeightSquats
v_BodyWeightSquats_g09_c04,0,3,2,young,BodyWeightSquats
v_BodyWeightSquats_g10_c01,0,2,3,old,BodyWeightSquats
v_BodyWeightSquats_g15_c03,2,1,2,uncertain,BodyWeightSquats
v_BodyWeightSquats_g15_c04,1,1,3,old,BodyWeightSquats
v_BodyWeightSquats_g19_c04,3,2,0,kid,BodyWeightSquats
v_BodyWeightSquats_g20_c01,1,4,0,young,BodyWeightSquats
v_BodyWeightSquats_g20_c03,1,4,0,young,BodyWeightSquats
v_BodyWeightSquats_g20_c05,1,4,0,young,BodyWeightSquats
v_BodyWeightSquats_g22_c04,0,2,3,old,BodyWeightSquats
v_BodyWeightSquats_g23_c01,1,4,0,young,BodyWeightSquats
v_BodyWeightSquats_g23_c02,1,3,1,young,BodyWeightSquats
v_BodyWeightSquats_g24_c03,2,2,1,uncertain,BodyWeightSquats
v_Bowling_g01_c01,1,4,0,young,Bowling
v_Bowling_g01_c03,2,3,0,young,Bowling
v_Bowling_g03_c05,3,1,1,kid,Bowling
v_Bowling_g03_c06,0,4,1,young,Bowling
v_Bowling_g03_c07,2,2,1,uncertain,Bowling
v_Bowling_g04_c02,2,2,1,uncertain,Bowling
v_Bowling_g04_c04,3,1,1,kid,Bowling
v_Bowling_g05_c03,3,1,1,kid,Bowling
v_Bowling_g05_c07,2,1,2,uncertain,Bowling
v_Bowling_g06_c05,1,2,2,uncertain,Bowling
v_Bowling_g07_c02,2,1,2,uncertain,Bowling
v_Bowling_g07_c03,4,0,1,kid,Bowling
v_Bowling_g07_c05,1,3,1,young,Bowling
v_Bowling_g07_c07,3,1,1,kid,Bowling
v_Bowling_g08_c02,1,2,2,uncertain,Bowling
v_Bowling_g08_c03,0,3,2,young,Bowling
v_Bowling_g09_c04,0,0,5,old,Bowling
v_Bowling_g10_c01,1,0,4,old,Bowling
v_Bowling_g10_c02,1,1,3,old,Bowling
v_Bowling_g10_c07,1,0,4,old,Bowling
v_Bowling_g11_c06,3,0,2,kid,Bowling
v_Bowling_g12_c04,1,0,4,old,Bowling
v_Bowling_g13_c02,3,0,2,kid,Bowling
v_Bowling_g13_c03,2,1,2,uncertain,Bowling
v_Bowling_g13_c05,1,4,0,young,Bowling
v_Bowling_g14_c03,0,2,3,old,Bowling
v_Bowling_g16_c03,0,4,1,young,Bowling
v_Bowling_g17_c03,0,4,1,young,Bowling
v_Bowling_g17_c05,0,3,2,young,Bowling
v_Bowling_g17_c07,0,4,1,young,Bowling
v_Bowling_g18_c02,1,2,2,uncertain,Bowling
v_Bowling_g19_c01,0,2,3,old,Bowling
v_Bowling_g19_c03,0,0,5,old,Bowling
v_Bowling_g19_c04,2,1,2,uncertain,Bowling
v_Bowling_g19_c05,1,3,1,young,Bowling
v_Bowling_g19_c07,2,3,0,young,Bowling
v_Bowling_g20_c02,0,3,2,young,Bowling
v_Bowling_g20_c06,1,4,0,young,Bowling
v_Bowling_g21_c01,0,5,0,young,Bowling
v_Bowling_g21_c02,2,2,1,uncertain,Bowling
v_Bowling_g21_c05,3,0,2,kid,Bowling
v_Bowling_g22_c02,2,2,1,uncertain,Bowling
v_Bowling_g22_c03,2,1,2,uncertain,Bowling
v_Bowling_g22_c05,2,3,0,young,Bowling
v_Bowling_g22_c06,2,3,0,young,Bowling
v_Bowling_g23_c01,0,5,0,young,Bowling
v_Bowling_g23_c04,0,4,1,young,Bowling
v_Bowling_g23_c07,3,2,0,kid,Bowling
v_Bowling_g24_c04,0,0,5,old,Bowling
v_Bowling_g25_c01,1,2,2,uncertain,Bowling
v_Bowling_g25_c04,1,2,2,uncertain,Bowling
v_BoxingPunchingBag_g04_c03,2,1,2,uncertain,BoxingPunchingBag
v_BoxingPunchingBag_g05_c01,3,2,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g05_c07,4,1,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g07_c06,2,3,0,young,BoxingPunchingBag
v_BoxingPunchingBag_g07_c07,2,3,0,young,BoxingPunchingBag
v_BoxingPunchingBag_g08_c02,3,2,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g08_c04,3,2,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g08_c05,3,2,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g10_c03,2,3,0,young,BoxingPunchingBag
v_BoxingPunchingBag_g12_c04,2,1,2,uncertain,BoxingPunchingBag
v_BoxingPunchingBag_g12_c05,2,2,1,uncertain,BoxingPunchingBag
v_BoxingPunchingBag_g15_c07,2,3,0,young,BoxingPunchingBag
v_BoxingPunchingBag_g16_c04,4,1,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g16_c05,4,0,1,kid,BoxingPunchingBag
v_BoxingPunchingBag_g16_c06,5,0,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g17_c01,2,0,3,old,BoxingPunchingBag
v_BoxingPunchingBag_g17_c04,2,1,2,uncertain,BoxingPunchingBag
v_BoxingPunchingBag_g24_c03,3,2,0,kid,BoxingPunchingBag
v_BoxingPunchingBag_g24_c04,3,0,2,kid,BoxingPunchingBag
v_BoxingPunchingBag_g24_c05,2,1,2,uncertain,BoxingPunchingBag
v_BoxingPunchingBag_g25_c06,2,3,0,young,BoxingPunchingBag
v_BoxingSpeedBag_g06_c01,5,0,0,kid,BoxingSpeedBag
v_BoxingSpeedBag_g07_c05,2,2,1,uncertain,BoxingSpeedBag
v_BoxingSpeedBag_g08_c04,0,2,3,old,BoxingSpeedBag
v_BoxingSpeedBag_g08_c05,0,3,2,young,BoxingSpeedBag
v_BoxingSpeedBag_g09_c07,1,2,2,uncertain,BoxingSpeedBag
v_BoxingSpeedBag_g10_c01,2,3,0,young,BoxingSpeedBag
v_BoxingSpeedBag_g10_c04,2,1,2,uncertain,BoxingSpeedBag
v_BoxingSpeedBag_g15_c01,2,0,3,old,BoxingSpeedBag
v_BoxingSpeedBag_g15_c03,1,0,4,old,BoxingSpeedBag
v_BoxingSpeedBag_g17_c07,3,0,2,kid,BoxingSpeedBag
v_BoxingSpeedBag_g18_c03,2,1,2,uncertain,BoxingSpeedBag
v_BoxingSpeedBag_g18_c04,2,1,2,uncertain,BoxingSpeedBag
v_BoxingSpeedBag_g19_c01,1,2,2,uncertain,BoxingSpeedBag
v_BoxingSpeedBag_g19_c02,0,1,4,old,BoxingSpeedBag
v_BoxingSpeedBag_g19_c05,1,0,4,old,BoxingSpeedBag
v_BoxingSpeedBag_g20_c02,2,0,3,old,BoxingSpeedBag
v_BoxingSpeedBag_g20_c04,2,0,3,old,BoxingSpeedBag
v_BoxingSpeedBag_g21_c01,3,0,2,kid,BoxingSpeedBag
v_BoxingSpeedBag_g23_c03,1,0,4,old,BoxingSpeedBag
v_BoxingSpeedBag_g23_c04,1,0,4,old,BoxingSpeedBag
v_BoxingSpeedBag_g25_c07,3,1,1,kid,BoxingSpeedBag
v_BreastStroke_g04_c01,0,4,1,young,BreastStroke
v_BreastStroke_g07_c01,2,1,2,uncertain,BreastStroke
v_BreastStroke_g07_c04,2,1,2,uncertain,BreastStroke
v_BreastStroke_g08_c03,1,0,4,old,BreastStroke
v_BreastStroke_g11_c03,1,0,4,old,BreastStroke
v_BreastStroke_g11_c04,1,0,4,old,BreastStroke
v_BreastStroke_g12_c02,2,0,3,old,BreastStroke
v_BreastStroke_g12_c04,2,0,3,old,BreastStroke
v_BreastStroke_g15_c02,2,0,3,old,BreastStroke
v_BreastStroke_g15_c03,2,0,3,old,BreastStroke
v_BreastStroke_g16_c02,2,1,2,uncertain,BreastStroke
v_BreastStroke_g22_c02,1,0,4,old,BreastStroke
v_BreastStroke_g22_c04,0,0,5,old,BreastStroke
v_BreastStroke_g25_c01,5,0,0,kid,BreastStroke
v_BrushingTeeth_g01_c01,4,1,0,kid,BrushingTeeth
v_BrushingTeeth_g13_c03,1,4,0,young,BrushingTeeth
v_BrushingTeeth_g17_c01,5,0,0,kid,BrushingTeeth
v_BrushingTeeth_g17_c02,3,2,0,kid,BrushingTeeth
v_BrushingTeeth_g19_c02,2,3,0,young,BrushingTeeth
v_BrushingTeeth_g24_c05,1,4,0,young,BrushingTeeth
v_BrushingTeeth_g24_c06,1,4,0,young,BrushingTeeth
v_BrushingTeeth_g24_c07,0,5,0,young,BrushingTeeth
v_CleanAndJerk_g01_c01,0,1,4,old,CleanAndJerk
v_CleanAndJerk_g01_c03,2,2,1,uncertain,CleanAndJerk
v_CleanAndJerk_g01_c05,2,0,3,old,CleanAndJerk
v_CleanAndJerk_g03_c01,0,5,0,young,CleanAndJerk
v_CleanAndJerk_g03_c05,0,5,0,young,CleanAndJerk
v_CleanAndJerk_g05_c03,0,0,5,old,CleanAndJerk
v_CleanAndJerk_g07_c03,0,1,4,old,CleanAndJerk
v_CleanAndJerk_g07_c05,0,1,4,old,CleanAndJerk
v_CleanAndJerk_g08_c04,0,1,4,old,CleanAndJerk
v_CleanAndJerk_g10_c02,2,2,1,uncertain,CleanAndJerk
v_CleanAndJerk_g10_c04,2,1,2,uncertain,CleanAndJerk
v_CleanAndJerk_g12_c01,2,3,0,young,CleanAndJerk
v_CleanAndJerk_g12_c03,4,0,1,kid,CleanAndJerk
v_CleanAndJerk_g12_c05,3,0,2,kid,CleanAndJerk
v_CleanAndJerk_g12_c06,1,2,2,uncertain,CleanAndJerk
v_CleanAndJerk_g13_c02,3,1,1,kid,CleanAndJerk
v_CleanAndJerk_g13_c03,1,1,3,old,CleanAndJerk
v_CleanAndJerk_g15_c02,0,3,2,young,CleanAndJerk
v_CleanAndJerk_g17_c02,0,4,1,young,CleanAndJerk
v_CleanAndJerk_g18_c01,0,2,3,old,CleanAndJerk
v_CleanAndJerk_g19_c02,0,5,0,young,CleanAndJerk
v_CleanAndJerk_g20_c01,2,3,0,young,CleanAndJerk
v_CleanAndJerk_g20_c02,2,3,0,young,CleanAndJerk
v_CleanAndJerk_g20_c05,1,2,2,uncertain,CleanAndJerk
v_CleanAndJerk_g22_c04,0,0,5,old,CleanAndJerk
v_CleanAndJerk_g23_c03,2,3,0,young,CleanAndJerk
v_CleanAndJerk_g23_c04,2,3,0,young,CleanAndJerk
v_CleanAndJerk_g24_c04,0,2,3,old,CleanAndJerk
v_CliffDiving_g03_c03,1,4,0,young,CliffDiving
v_CliffDiving_g05_c02,1,4,0,young,CliffDiving
v_CliffDiving_g05_c07,1,4,0,young,CliffDiving
v_CliffDiving_g06_c01,2,3,0,young,CliffDiving
v_CliffDiving_g06_c03,2,2,1,uncertain,CliffDiving
v_CliffDiving_g06_c05,0,4,1,young,CliffDiving
v_CliffDiving_g07_c03,1,2,2,uncertain,CliffDiving
v_CliffDiving_g10_c02,2,0,3,old,CliffDiving
v_CliffDiving_g10_c03,2,0,3,old,CliffDiving
v_CliffDiving_g10_c04,0,4,1,young,CliffDiving
v_CliffDiving_g10_c07,0,0,5,old,CliffDiving
v_CliffDiving_g11_c05,0,0,5,old,CliffDiving
v_CliffDiving_g17_c03,2,1,2,uncertain,CliffDiving
v_CliffDiving_g20_c01,2,0,3,old,CliffDiving
v_CliffDiving_g22_c02,2,0,3,old,CliffDiving
v_CliffDiving_g23_c03,2,0,3,old,CliffDiving
v_CricketBowling_g02_c04,0,1,4,old,CricketBowling
v_CricketBowling_g02_c06,0,0,5,old,CricketBowling
v_CricketBowling_g03_c01,2,0,3,old,CricketBowling
v_CricketBowling_g05_c04,4,0,1,kid,CricketBowling
v_CricketBowling_g06_c02,2,1,2,uncertain,CricketBowling
v_CricketBowling_g06_c05,5,0,0,kid,CricketBowling
v_CricketBowling_g07_c03,1,2,2,uncertain,CricketBowling
v_CricketBowling_g07_c04,2,3,0,young,CricketBowling
v_CricketBowling_g09_c01,2,2,1,uncertain,CricketBowling
v_CricketBowling_g09_c03,1,2,2,uncertain,CricketBowling
v_CricketBowling_g09_c06,2,2,1,uncertain,CricketBowling
