Video Name,Action Category,Duration (seconds),Standard Deviation
v_ApplyEyeMakeup_g16_c02.avi,ApplyEyeMakeup,9.32,1.9923631206679433
v_ApplyEyeMakeup_g16_c03.avi,ApplyEyeMakeup,4.56,1.9923631206679433
v_ApplyEyeMakeup_g16_c04.avi,ApplyEyeMakeup,3.92,1.9923631206679433
v_ApplyEyeMakeup_g16_c05.avi,ApplyEyeMakeup,8.04,1.9923631206679433
v_ApplyEyeMakeup_g17_c01.avi,ApplyEyeMakeup,4.64,1.9923631206679433
v_ApplyEyeMakeup_g17_c02.avi,ApplyEyeMakeup,6.92,1.9923631206679433
v_ApplyEyeMakeup_g17_c03.avi,ApplyEyeMakeup,3.76,1.9923631206679433
v_ApplyEyeMakeup_g17_c04.avi,ApplyEyeMakeup,4.2,1.9923631206679433
v_ApplyEyeMakeup_g17_c05.avi,ApplyEyeMakeup,7.28,1.9923631206679433
v_ApplyEyeMakeup_g18_c01.avi,ApplyEyeMakeup,6.36,1.9923631206679433
v_ApplyEyeMakeup_g18_c02.avi,ApplyEyeMakeup,6.8,1.9923631206679433
v_ApplyEyeMakeup_g18_c03.avi,ApplyEyeMakeup,6.28,1.9923631206679433
v_ApplyEyeMakeup_g18_c04.avi,ApplyEyeMakeup,8.96,1.9923631206679433
v_ApplyEyeMakeup_g18_c05.avi,ApplyEyeMakeup,7.48,1.9923631206679433
v_ApplyEyeMakeup_g19_c01.avi,ApplyEyeMakeup,7.2,1.9923631206679433
v_ApplyEyeMakeup_g19_c02.avi,ApplyEyeMakeup,9.72,1.9923631206679433
v_ApplyEyeMakeup_g19_c03.avi,ApplyEyeMakeup,5.04,1.9923631206679433
v_ApplyEyeMakeup_g19_c04.avi,ApplyEyeMakeup,5.24,1.9923631206679433
v_ApplyEyeMakeup_g20_c01.avi,ApplyEyeMakeup,7.28,1.9923631206679433
v_ApplyEyeMakeup_g20_c02.avi,ApplyEyeMakeup,6.32,1.9923631206679433
v_ApplyEyeMakeup_g20_c03.avi,ApplyEyeMakeup,5.2,1.9923631206679433
v_ApplyEyeMakeup_g20_c04.avi,ApplyEyeMakeup,8.8,1.9923631206679433
v_ApplyEyeMakeup_g20_c05.avi,ApplyEyeMakeup,4.52,1.9923631206679433
v_ApplyEyeMakeup_g20_c06.avi,ApplyEyeMakeup,7.24,1.9923631206679433
v_ApplyEyeMakeup_g21_c01.avi,ApplyEyeMakeup,7.24,1.9923631206679433
v_ApplyEyeMakeup_g21_c02.avi,ApplyEyeMakeup,3.8,1.9923631206679433
v_ApplyEyeMakeup_g21_c03.avi,ApplyEyeMakeup,5.08,1.9923631206679433
v_ApplyEyeMakeup_g21_c04.avi,ApplyEyeMakeup,9.08,1.9923631206679433
v_ApplyEyeMakeup_g21_c05.avi,ApplyEyeMakeup,3.6,1.9923631206679433
v_ApplyEyeMakeup_g22_c01.avi,ApplyEyeMakeup,6.8,1.9923631206679433
v_ApplyEyeMakeup_g22_c02.avi,ApplyEyeMakeup,10.28,1.9923631206679433
v_ApplyEyeMakeup_g22_c03.avi,ApplyEyeMakeup,5.88,1.9923631206679433
v_ApplyEyeMakeup_g22_c04.avi,ApplyEyeMakeup,8.32,1.9923631206679433
v_ApplyEyeMakeup_g22_c05.avi,ApplyEyeMakeup,9.72,1.9923631206679433
v_ApplyEyeMakeup_g23_c01.avi,ApplyEyeMakeup,5.4,1.9923631206679433
v_ApplyEyeMakeup_g23_c02.avi,ApplyEyeMakeup,5.24,1.9923631206679433
v_ApplyEyeMakeup_g23_c03.avi,ApplyEyeMakeup,5.0,1.9923631206679433
v_ApplyEyeMakeup_g23_c04.avi,ApplyEyeMakeup,8.0,1.9923631206679433
v_ApplyEyeMakeup_g23_c05.avi,ApplyEyeMakeup,8.16,1.9923631206679433
v_ApplyEyeMakeup_g23_c06.avi,ApplyEyeMakeup,5.6,1.9923631206679433
v_ApplyEyeMakeup_g24_c01.avi,ApplyEyeMakeup,10.32,1.9923631206679433
v_ApplyEyeMakeup_g24_c02.avi,ApplyEyeMakeup,4.2,1.9923631206679433
v_ApplyEyeMakeup_g24_c03.avi,ApplyEyeMakeup,4.08,1.9923631206679433
v_ApplyEyeMakeup_g24_c04.avi,ApplyEyeMakeup,8.32,1.9923631206679433
v_ApplyEyeMakeup_g24_c05.avi,ApplyEyeMakeup,7.96,1.9923631206679433
v_ApplyEyeMakeup_g24_c06.avi,ApplyEyeMakeup,8.88,1.9923631206679433
v_ApplyEyeMakeup_g24_c07.avi,ApplyEyeMakeup,7.76,1.9923631206679433
v_ApplyEyeMakeup_g25_c01.avi,ApplyEyeMakeup,9.64,1.9923631206679433
v_ApplyEyeMakeup_g25_c02.avi,ApplyEyeMakeup,5.16,1.9923631206679433
v_ApplyEyeMakeup_g25_c03.avi,ApplyEyeMakeup,5.0,1.9923631206679433
v_ApplyEyeMakeup_g25_c04.avi,ApplyEyeMakeup,7.08,1.9923631206679433
v_ApplyEyeMakeup_g25_c05.avi,ApplyEyeMakeup,3.72,1.9923631206679433
v_ApplyEyeMakeup_g25_c06.avi,ApplyEyeMakeup,4.36,1.9923631206679433
v_ApplyEyeMakeup_g25_c07.avi,ApplyEyeMakeup,5.8,1.9923631206679433
v_ApplyLipstick_g01_c01.avi,ApplyLipstick,5.96,2.7705803561734093
v_ApplyLipstick_g01_c02.avi,ApplyLipstick,6.4,2.7705803561734093
v_ApplyLipstick_g01_c03.avi,ApplyLipstick,12.36,2.7705803561734093
v_ApplyLipstick_g01_c04.avi,ApplyLipstick,14.76,2.7705803561734093
v_ApplyLipstick_g01_c05.avi,ApplyLipstick,8.52,2.7705803561734093
v_ApplyLipstick_g02_c01.avi,ApplyLipstick,5.08,2.7705803561734093
v_ApplyLipstick_g02_c02.avi,ApplyLipstick,4.72,2.7705803561734093
v_ApplyLipstick_g02_c03.avi,ApplyLipstick,3.92,2.7705803561734093
v_ApplyLipstick_g02_c04.avi,ApplyLipstick,7.4,2.7705803561734093
v_ApplyLipstick_g03_c01.avi,ApplyLipstick,7.2,2.7705803561734093
v_ApplyLipstick_g03_c02.avi,ApplyLipstick,4.32,2.7705803561734093
v_ApplyLipstick_g03_c03.avi,ApplyLipstick,6.16,2.7705803561734093
v_ApplyLipstick_g03_c04.avi,ApplyLipstick,5.68,2.7705803561734093
v_ApplyLipstick_g04_c01.avi,ApplyLipstick,3.92,2.7705803561734093
v_ApplyLipstick_g04_c02.avi,ApplyLipstick,5.76,2.7705803561734093
v_ApplyLipstick_g04_c03.avi,ApplyLipstick,6.0,2.7705803561734093
v_ApplyLipstick_g04_c04.avi,ApplyLipstick,10.32,2.7705803561734093
v_ApplyLipstick_g04_c05.avi,ApplyLipstick,6.76,2.7705803561734093
v_ApplyLipstick_g05_c01.avi,ApplyLipstick,7.08,2.7705803561734093
v_ApplyLipstick_g05_c02.avi,ApplyLipstick,6.16,2.7705803561734093
v_ApplyLipstick_g05_c03.avi,ApplyLipstick,4.52,2.7705803561734093
v_ApplyLipstick_g05_c04.avi,ApplyLipstick,4.8,2.7705803561734093
v_ApplyLipstick_g05_c05.avi,ApplyLipstick,6.24,2.7705803561734093
v_ApplyLipstick_g06_c01.avi,ApplyLipstick,18.4,2.7705803561734093
v_ApplyLipstick_g06_c02.avi,ApplyLipstick,9.96,2.7705803561734093
v_ApplyLipstick_g06_c03.avi,ApplyLipstick,6.12,2.7705803561734093
v_ApplyLipstick_g06_c04.avi,ApplyLipstick,20.92,2.7705803561734093
v_ApplyLipstick_g06_c05.avi,ApplyLipstick,12.84,2.7705803561734093
v_ApplyLipstick_g07_c01.avi,ApplyLipstick,10.8,2.7705803561734093
v_ApplyLipstick_g07_c02.avi,ApplyLipstick,5.0,2.7705803561734093
v_ApplyLipstick_g07_c03.avi,ApplyLipstick,9.04,2.7705803561734093
v_ApplyLipstick_g07_c04.avi,ApplyLipstick,6.52,2.7705803561734093
v_ApplyLipstick_g08_c01.avi,ApplyLipstick,7.24,2.7705803561734093
v_ApplyLipstick_g08_c02.avi,ApplyLipstick,8.76,2.7705803561734093
v_ApplyLipstick_g08_c03.avi,ApplyLipstick,10.8,2.7705803561734093
v_ApplyLipstick_g08_c04.avi,ApplyLipstick,12.4,2.7705803561734093
v_ApplyLipstick_g09_c01.avi,ApplyLipstick,3.96,2.7705803561734093
v_ApplyLipstick_g09_c02.avi,ApplyLipstick,9.76,2.7705803561734093
v_ApplyLipstick_g09_c03.avi,ApplyLipstick,9.88,2.7705803561734093
v_ApplyLipstick_g09_c04.avi,ApplyLipstick,8.4,2.7705803561734093
v_ApplyLipstick_g10_c01.avi,ApplyLipstick,4.2,2.7705803561734093
v_ApplyLipstick_g10_c02.avi,ApplyLipstick,5.56,2.7705803561734093
v_ApplyLipstick_g10_c03.avi,ApplyLipstick,4.68,2.7705803561734093
v_ApplyLipstick_g10_c04.avi,ApplyLipstick,9.88,2.7705803561734093
v_ApplyLipstick_g11_c01.avi,ApplyLipstick,5.72,2.7705803561734093
v_ApplyLipstick_g11_c02.avi,ApplyLipstick,7.96,2.7705803561734093
v_ApplyLipstick_g11_c03.avi,ApplyLipstick,4.32,2.7705803561734093
v_ApplyLipstick_g11_c04.avi,ApplyLipstick,6.28,2.7705803561734093
v_ApplyLipstick_g12_c01.avi,ApplyLipstick,7.92,2.7705803561734093
v_ApplyLipstick_g12_c02.avi,ApplyLipstick,4.24,2.7705803561734093
v_ApplyLipstick_g12_c03.avi,ApplyLipstick,5.64,2.7705803561734093
v_ApplyLipstick_g12_c04.avi,ApplyLipstick,11.08,2.7705803561734093
v_ApplyLipstick_g12_c05.avi,ApplyLipstick,7.12,2.7705803561734093
v_ApplyLipstick_g13_c01.avi,ApplyLipstick,8.52,2.7705803561734093
v_ApplyLipstick_g13_c02.avi,ApplyLipstick,6.2,2.7705803561734093
v_ApplyLipstick_g13_c03.avi,ApplyLipstick,6.56,2.7705803561734093
v_ApplyLipstick_g13_c04.avi,ApplyLipstick,8.4,2.7705803561734093
v_ApplyLipstick_g14_c01.avi,ApplyLipstick,7.04,2.7705803561734093
v_ApplyLipstick_g14_c02.avi,ApplyLipstick,7.6,2.7705803561734093
v_ApplyLipstick_g14_c03.avi,ApplyLipstick,6.96,2.7705803561734093
v_ApplyLipstick_g14_c04.avi,ApplyLipstick,4.2,2.7705803561734093
v_ApplyLipstick_g15_c01.avi,ApplyLipstick,6.4,2.7705803561734093
v_ApplyLipstick_g15_c02.avi,ApplyLipstick,5.44,2.7705803561734093
v_ApplyLipstick_g15_c03.avi,ApplyLipstick,5.32,2.7705803561734093
v_ApplyLipstick_g15_c04.avi,ApplyLipstick,6.04,2.7705803561734093
v_ApplyLipstick_g15_c05.avi,ApplyLipstick,5.64,2.7705803561734093
v_ApplyLipstick_g16_c01.avi,ApplyLipstick,5.12,2.7705803561734093
v_ApplyLipstick_g16_c02.avi,ApplyLipstick,6.6,2.7705803561734093
v_ApplyLipstick_g16_c03.avi,ApplyLipstick,5.8,2.7705803561734093
v_ApplyLipstick_g16_c04.avi,ApplyLipstick,6.92,2.7705803561734093
v_ApplyLipstick_g16_c05.avi,ApplyLipstick,6.24,2.7705803561734093
v_ApplyLipstick_g17_c01.avi,ApplyLipstick,6.44,2.7705803561734093
v_ApplyLipstick_g17_c02.avi,ApplyLipstick,6.04,2.7705803561734093
v_ApplyLipstick_g17_c03.avi,ApplyLipstick,5.68,2.7705803561734093
v_ApplyLipstick_g17_c04.avi,ApplyLipstick,5.0,2.7705803561734093
v_ApplyLipstick_g17_c05.avi,ApplyLipstick,5.64,2.7705803561734093
v_ApplyLipstick_g18_c01.avi,ApplyLipstick,4.12,2.7705803561734093
v_ApplyLipstick_g18_c02.avi,ApplyLipstick,5.56,2.7705803561734093
v_ApplyLipstick_g18_c03.avi,ApplyLipstick,5.6,2.7705803561734093
v_ApplyLipstick_g18_c04.avi,ApplyLipstick,4.76,2.7705803561734093
v_ApplyLipstick_g19_c01.avi,ApplyLipstick,7.0,2.7705803561734093
v_ApplyLipstick_g19_c02.avi,ApplyLipstick,4.44,2.7705803561734093
v_ApplyLipstick_g19_c03.avi,ApplyLipstick,6.16,2.7705803561734093
v_ApplyLipstick_g19_c04.avi,ApplyLipstick,6.2,2.7705803561734093
v_ApplyLipstick_g20_c01.avi,ApplyLipstick,3.88,2.7705803561734093
v_ApplyLipstick_g20_c02.avi,ApplyLipstick,4.32,2.7705803561734093
v_ApplyLipstick_g20_c03.avi,ApplyLipstick,7.76,2.7705803561734093
v_ApplyLipstick_g20_c04.avi,ApplyLipstick,5.6,2.7705803561734093
v_ApplyLipstick_g20_c05.avi,ApplyLipstick,3.6,2.7705803561734093
v_ApplyLipstick_g21_c01.avi,ApplyLipstick,3.4,2.7705803561734093
v_ApplyLipstick_g21_c02.avi,ApplyLipstick,6.28,2.7705803561734093
v_ApplyLipstick_g21_c03.avi,ApplyLipstick,5.72,2.7705803561734093
v_ApplyLipstick_g21_c04.avi,ApplyLipstick,7.72,2.7705803561734093
v_ApplyLipstick_g21_c05.avi,ApplyLipstick,5.28,2.7705803561734093
v_ApplyLipstick_g22_c01.avi,ApplyLipstick,7.12,2.7705803561734093
v_ApplyLipstick_g22_c02.avi,ApplyLipstick,7.04,2.7705803561734093
v_ApplyLipstick_g22_c03.avi,ApplyLipstick,6.76,2.7705803561734093
v_ApplyLipstick_g22_c04.avi,ApplyLipstick,7.08,2.7705803561734093
v_ApplyLipstick_g22_c05.avi,ApplyLipstick,10.52,2.7705803561734093
v_ApplyLipstick_g22_c06.avi,ApplyLipstick,6.88,2.7705803561734093
v_ApplyLipstick_g22_c07.avi,ApplyLipstick,3.56,2.7705803561734093
v_ApplyLipstick_g23_c01.avi,ApplyLipstick,8.48,2.7705803561734093
v_ApplyLipstick_g23_c02.avi,ApplyLipstick,6.08,2.7705803561734093
v_ApplyLipstick_g23_c03.avi,ApplyLipstick,5.4,2.7705803561734093
v_ApplyLipstick_g23_c04.avi,ApplyLipstick,8.72,2.7705803561734093
v_ApplyLipstick_g24_c01.avi,ApplyLipstick,4.56,2.7705803561734093
v_ApplyLipstick_g24_c02.avi,ApplyLipstick,8.76,2.7705803561734093
v_ApplyLipstick_g24_c03.avi,ApplyLipstick,4.68,2.7705803561734093
v_ApplyLipstick_g24_c04.avi,ApplyLipstick,4.68,2.7705803561734093
v_ApplyLipstick_g24_c05.avi,ApplyLipstick,11.52,2.7705803561734093
v_ApplyLipstick_g25_c01.avi,ApplyLipstick,6.44,2.7705803561734093
v_ApplyLipstick_g25_c02.avi,ApplyLipstick,6.04,2.7705803561734093
v_ApplyLipstick_g25_c03.avi,ApplyLipstick,7.44,2.7705803561734093
v_ApplyLipstick_g25_c04.avi,ApplyLipstick,8.04,2.7705803561734093
v_Archery_g01_c01.avi,Archery,5.24,3.509963814202575
v_Archery_g01_c02.avi,Archery,5.68,3.509963814202575
v_Archery_g01_c03.avi,Archery,6.32,3.509963814202575
v_Archery_g01_c04.avi,Archery,5.0,3.509963814202575
v_Archery_g01_c05.avi,Archery,5.4,3.509963814202575
v_Archery_g01_c06.avi,Archery,4.32,3.509963814202575
v_Archery_g01_c07.avi,Archery,5.72,3.509963814202575
v_Archery_g02_c01.avi,Archery,6.32,3.509963814202575
v_Archery_g02_c02.avi,Archery,6.4,3.509963814202575
v_Archery_g02_c03.avi,Archery,5.52,3.509963814202575
v_Archery_g02_c04.avi,Archery,4.36,3.509963814202575
v_Archery_g02_c05.avi,Archery,5.08,3.509963814202575
v_Archery_g02_c06.avi,Archery,4.52,3.509963814202575
v_Archery_g02_c07.avi,Archery,6.64,3.509963814202575
v_Archery_g03_c01.avi,Archery,6.0,3.509963814202575
v_Archery_g03_c02.avi,Archery,7.04,3.509963814202575
v_Archery_g03_c03.avi,Archery,5.0,3.509963814202575
v_Archery_g03_c04.avi,Archery,5.52,3.509963814202575
v_Archery_g03_c05.avi,Archery,4.96,3.509963814202575
v_Archery_g04_c01.avi,Archery,6.6,3.509963814202575
v_Archery_g04_c02.avi,Archery,6.92,3.509963814202575
v_Archery_g04_c03.avi,Archery,5.6,3.509963814202575
v_Archery_g04_c04.avi,Archery,5.4,3.509963814202575
v_Archery_g04_c05.avi,Archery,5.96,3.509963814202575
v_Archery_g05_c01.avi,Archery,18.2,3.509963814202575
v_Archery_g05_c02.avi,Archery,22.28,3.509963814202575
v_Archery_g05_c03.avi,Archery,19.52,3.509963814202575
v_Archery_g05_c04.avi,Archery,2.04,3.509963814202575
v_Archery_g05_c05.avi,Archery,7.84,3.509963814202575
v_Archery_g06_c01.avi,Archery,3.24,3.509963814202575
v_Archery_g06_c02.avi,Archery,4.64,3.509963814202575
v_Archery_g06_c03.avi,Archery,3.48,3.509963814202575
v_Archery_g06_c04.avi,Archery,4.16,3.509963814202575
v_Archery_g06_c05.avi,Archery,5.2,3.509963814202575
v_Archery_g06_c06.avi,Archery,5.28,3.509963814202575
v_Archery_g07_c01.avi,Archery,3.64,3.509963814202575
v_Archery_g07_c02.avi,Archery,2.88,3.509963814202575
v_Archery_g07_c03.avi,Archery,2.04,3.509963814202575
v_Archery_g07_c04.avi,Archery,2.04,3.509963814202575
v_Archery_g07_c05.avi,Archery,2.56,3.509963814202575
v_Archery_g07_c06.avi,Archery,2.68,3.509963814202575
v_Archery_g08_c01.avi,Archery,14.52,3.509963814202575
v_Archery_g08_c02.avi,Archery,4.64,3.509963814202575
v_Archery_g08_c03.avi,Archery,13.04,3.509963814202575
v_Archery_g08_c04.avi,Archery,13.72,3.509963814202575
v_Archery_g08_c05.avi,Archery,14.68,3.509963814202575
v_Archery_g09_c01.avi,Archery,3.96,3.509963814202575
v_Archery_g09_c02.avi,Archery,3.32,3.509963814202575
v_Archery_g09_c03.avi,Archery,3.28,3.509963814202575
v_Archery_g09_c04.avi,Archery,3.8,3.509963814202575
v_Archery_g09_c05.avi,Archery,3.84,3.509963814202575
v_Archery_g09_c06.avi,Archery,3.4,3.509963814202575
v_Archery_g09_c07.avi,Archery,4.28,3.509963814202575
v_Archery_g10_c01.avi,Archery,4.44,3.509963814202575
v_Archery_g10_c02.avi,Archery,5.6,3.509963814202575
v_Archery_g10_c03.avi,Archery,8.12,3.509963814202575
v_Archery_g10_c04.avi,Archery,8.32,3.509963814202575
v_Archery_g10_c05.avi,Archery,7.52,3.509963814202575
v_Archery_g10_c06.avi,Archery,7.04,3.509963814202575
v_Archery_g10_c07.avi,Archery,5.04,3.509963814202575
v_Archery_g11_c01.avi,Archery,7.72,3.509963814202575
v_Archery_g11_c02.avi,Archery,12.08,3.509963814202575
v_Archery_g11_c03.avi,Archery,11.8,3.509963814202575
v_Archery_g11_c04.avi,Archery,10.32,3.509963814202575
v_Archery_g11_c05.avi,Archery,8.4,3.509963814202575
v_Archery_g11_c06.avi,Archery,9.72,3.509963814202575
v_Archery_g11_c07.avi,Archery,10.56,3.509963814202575
v_Archery_g12_c01.avi,Archery,14.2,3.509963814202575
v_Archery_g12_c02.avi,Archery,15.92,3.509963814202575
v_Archery_g12_c03.avi,Archery,17.44,3.509963814202575
