video_name,white_count,middle_eastern_count,asian_count,indian_count,latino_count,black_count,final,category
v_BlowingCandles_g11_c04,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g12_c05,0,0,5,0,0,0,asian,BlowingCandles
v_BlowingCandles_g15_c04,2,0,3,0,0,0,asian,BlowingCandles
v_BlowingCandles_g20_c04,0,0,5,0,0,0,asian,BlowingCandles
v_BlowingCandles_g22_c02,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g22_c04,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g24_c03,3,0,2,0,0,0,white,BlowingCandles
v_BlowingCandles_g24_c04,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g25_c01,5,0,0,0,0,0,white,BlowingCandles
v_BlowingCandles_g25_c02,5,0,0,0,0,0,white,BlowingCandles
v_BodyWeightSquats_g02_c01,3,0,0,0,0,2,white,BodyWeightSquats
v_BodyWeightSquats_g02_c03,5,0,0,0,0,0,white,BodyWeightSquats
v_BodyWeightSquats_g19_c01,1,0,4,0,0,0,asian,BodyWeightSquats
v_Bowling_g01_c04,3,0,2,0,0,0,white,Bowling
v_Bowling_g01_c05,3,0,2,0,0,0,white,Bowling
v_Bowling_g02_c01,4,0,1,0,0,0,white,Bowling
v_Bowling_g02_c03,3,0,2,0,0,0,white,Bowling
v_Bowling_g03_c01,3,0,2,0,0,0,white,Bowling
v_Bowling_g03_c02,4,0,1,0,0,0,white,Bowling
v_Bowling_g03_c04,4,0,1,0,0,0,white,Bowling
v_Bowling_g04_c01,1,0,4,0,0,0,asian,Bowling
v_Bowling_g06_c01,1,0,4,0,0,0,asian,Bowling
v_Bowling_g07_c04,3,0,2,0,0,0,white,Bowling
v_Bowling_g07_c06,4,0,1,0,0,0,white,Bowling
v_Bowling_g08_c02,0,0,5,0,0,0,asian,Bowling
v_Bowling_g10_c01,1,0,3,0,0,1,asian,Bowling
v_Bowling_g10_c04,2,0,3,0,0,0,asian,Bowling
v_Bowling_g14_c01,2,0,3,0,0,0,asian,Bowling
v_Bowling_g17_c05,3,0,2,0,0,0,white,Bowling
v_Bowling_g17_c06,5,0,0,0,0,0,white,Bowling
v_Bowling_g17_c07,5,0,0,0,0,0,white,Bowling
v_Bowling_g20_c01,1,0,4,0,0,0,asian,Bowling
v_Bowling_g21_c01,2,0,3,0,0,0,asian,Bowling
v_Bowling_g22_c03,5,0,0,0,0,0,white,Bowling
v_Bowling_g22_c04,5,0,0,0,0,0,white,Bowling
v_Bowling_g22_c07,5,0,0,0,0,0,white,Bowling
v_Bowling_g23_c04,5,0,0,0,0,0,white,Bowling
v_Bowling_g23_c06,4,0,1,0,0,0,white,Bowling
v_Bowling_g24_c02,3,0,2,0,0,0,white,Bowling
v_Bowling_g24_c04,5,0,0,0,0,0,white,Bowling
v_Bowling_g25_c04,1,0,4,0,0,0,asian,Bowling
v_BoxingPunchingBag_g12_c02,2,0,0,0,0,3,black,BoxingPunchingBag
v_BoxingPunchingBag_g12_c06,2,0,0,0,0,3,black,BoxingPunchingBag
v_BoxingSpeedBag_g06_c05,0,0,5,0,0,0,asian,BoxingSpeedBag
v_BoxingSpeedBag_g11_c02,1,0,2,0,0,2,uncertain,BoxingSpeedBag
v_BoxingSpeedBag_g11_c06,1,0,2,0,0,2,uncertain,BoxingSpeedBag
v_BreastStroke_g05_c01,1,0,4,0,0,0,asian,BreastStroke
v_BreastStroke_g08_c01,2,0,3,0,0,0,asian,BreastStroke
v_BreastStroke_g09_c02,3,0,2,0,0,0,white,BreastStroke
v_BreastStroke_g18_c01,2,0,3,0,0,0,asian,BreastStroke
v_BreastStroke_g18_c02,2,0,3,0,0,0,asian,BreastStroke
v_BreastStroke_g21_c03,2,0,3,0,0,0,asian,BreastStroke
v_BreastStroke_g25_c01,2,0,3,0,0,0,asian,BreastStroke
v_BrushingTeeth_g04_c02,2,0,3,0,0,0,asian,BrushingTeeth
v_BrushingTeeth_g06_c04,2,0,0,0,0,3,black,BrushingTeeth
v_BrushingTeeth_g13_c03,2,0,3,0,0,0,asian,BrushingTeeth
v_CleanAndJerk_g15_c03,2,3,0,0,0,0,middle eastern,CleanAndJerk
v_CleanAndJerk_g21_c01,5,0,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g21_c03,5,0,0,0,0,0,white,CleanAndJerk
v_CleanAndJerk_g24_c01,2,0,3,0,0,0,asian,CleanAndJerk
v_CliffDiving_g03_c03,2,0,3,0,0,0,asian,CliffDiving
v_CliffDiving_g06_c05,1,0,4,0,0,0,asian,CliffDiving
v_CliffDiving_g07_c02,1,0,4,0,0,0,asian,CliffDiving
v_CliffDiving_g09_c02,2,0,3,0,0,0,asian,CliffDiving
v_CliffDiving_g09_c04,2,0,3,0,0,0,asian,CliffDiving
v_CliffDiving_g10_c03,3,0,2,0,0,0,white,CliffDiving
v_CliffDiving_g10_c05,4,0,1,0,0,0,white,CliffDiving
v_CliffDiving_g10_c06,5,0,0,0,0,0,white,CliffDiving
v_CliffDiving_g11_c02,1,2,2,0,0,0,uncertain,CliffDiving
v_CliffDiving_g11_c03,2,2,1,0,0,0,uncertain,CliffDiving
v_CliffDiving_g13_c02,0,0,5,0,0,0,asian,CliffDiving
v_CliffDiving_g13_c03,3,0,2,0,0,0,white,CliffDiving
v_CliffDiving_g15_c04,2,0,3,0,0,0,asian,CliffDiving
v_CliffDiving_g17_c04,2,3,0,0,0,0,middle eastern,CliffDiving
v_CliffDiving_g18_c03,0,0,5,0,0,0,asian,CliffDiving
v_CliffDiving_g18_c04,1,2,2,0,0,0,uncertain,CliffDiving
v_CliffDiving_g18_c06,1,4,0,0,0,0,middle eastern,CliffDiving
v_CliffDiving_g19_c02,1,0,4,0,0,0,asian,CliffDiving
v_CliffDiving_g20_c03,3,0,2,0,0,0,white,CliffDiving
v_CliffDiving_g21_c04,2,0,3,0,0,0,asian,CliffDiving
v_CliffDiving_g22_c03,2,1,2,0,0,0,uncertain,CliffDiving
v_CliffDiving_g24_c04,2,3,0,0,0,0,middle eastern,CliffDiving
v_CliffDiving_g24_c05,1,4,0,0,0,0,middle eastern,CliffDiving
v_CricketBowling_g01_c05,3,0,2,0,0,0,white,CricketBowling
v_CricketBowling_g04_c05,0,0,5,0,0,0,asian,CricketBowling
v_CricketBowling_g05_c03,3,0,1,1,0,0,white,CricketBowling
v_CricketBowling_g06_c01,4,0,1,0,0,0,white,CricketBowling
v_CricketBowling_g06_c04,3,0,1,1,0,0,white,CricketBowling
v_CricketBowling_g08_c05,1,0,3,1,0,0,asian,CricketBowling
v_CricketBowling_g09_c07,1,0,1,3,0,0,indian,CricketBowling
v_CricketBowling_g10_c02,5,0,0,0,0,0,white,CricketBowling
v_CricketBowling_g10_c03,4,0,0,1,0,0,white,CricketBowling
v_CricketBowling_g11_c02,0,0,5,0,0,0,asian,CricketBowling
v_CricketBowling_g12_c02,5,0,0,0,0,0,white,CricketBowling
v_CricketBowling_g12_c03,2,0,1,2,0,0,uncertain,CricketBowling
v_CricketBowling_g12_c04,3,0,2,0,0,0,white,CricketBowling
v_CricketBowling_g13_c05,1,0,2,2,0,0,uncertain,CricketBowling
v_CricketBowling_g16_c03,3,0,2,0,0,0,white,CricketBowling
v_CricketBowling_g16_c04,4,0,1,0,0,0,white,CricketBowling
v_CricketBowling_g16_c07,3,0,2,0,0,0,white,CricketBowling
v_CricketBowling_g17_c03,3,0,0,2,0,0,white,CricketBowling
v_CricketBowling_g17_c04,4,0,0,1,0,0,white,CricketBowling
v_CricketBowling_g20_c02,2,0,3,0,0,0,asian,CricketBowling
v_CricketShot_g01_c02,4,0,1,0,0,0,white,CricketShot
v_CricketShot_g01_c04,3,0,2,0,0,0,white,CricketShot
v_CricketShot_g02_c03,2,0,1,2,0,0,uncertain,CricketShot
v_CricketShot_g03_c01,3,0,0,2,0,0,white,CricketShot
v_CricketShot_g03_c04,2,0,1,2,0,0,uncertain,CricketShot
v_CricketShot_g03_c05,3,0,1,1,0,0,white,CricketShot
v_CricketShot_g05_c01,0,0,1,4,0,0,indian,CricketShot
v_CricketShot_g05_c03,0,0,0,5,0,0,indian,CricketShot
v_CricketShot_g05_c06,0,0,0,5,0,0,indian,CricketShot
v_CricketShot_g06_c02,3,0,2,0,0,0,white,CricketShot
v_CricketShot_g06_c03,3,0,2,0,0,0,white,CricketShot
v_CricketShot_g07_c01,2,0,0,3,0,0,indian,CricketShot
v_CricketShot_g10_c03,1,0,1,3,0,0,indian,CricketShot
v_CricketShot_g10_c05,2,0,1,2,0,0,uncertain,CricketShot
v_CricketShot_g10_c06,2,0,1,2,0,0,uncertain,CricketShot
v_CricketShot_g13_c02,1,0,4,0,0,0,asian,CricketShot
v_CricketShot_g13_c03,1,0,4,0,0,0,asian,CricketShot
v_CricketShot_g13_c05,2,0,3,0,0,0,asian,CricketShot
v_CricketShot_g14_c02,4,0,1,0,0,0,white,CricketShot
v_CricketShot_g17_c06,2,0,1,2,0,0,uncertain,CricketShot
v_CricketShot_g19_c01,0,0,3,2,0,0,asian,CricketShot
v_CuttingInKitchen_g01_c03,1,0,4,0,0,0,asian,CuttingInKitchen
v_CuttingInKitchen_g04_c02,3,0,2,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g04_c04,5,0,0,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g06_c02,5,0,0,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g06_c04,4,0,1,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g10_c03,0,0,5,0,0,0,asian,CuttingInKitchen
v_CuttingInKitchen_g10_c04,0,0,5,0,0,0,asian,CuttingInKitchen
v_CuttingInKitchen_g14_c01,5,0,0,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g14_c04,5,0,0,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g16_c03,4,0,1,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g16_c04,5,0,0,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g17_c03,5,0,0,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g17_c04,5,0,0,0,0,0,white,CuttingInKitchen
v_CuttingInKitchen_g19_c04,2,0,3,0,0,0,asian,CuttingInKitchen
v_CuttingInKitchen_g22_c02,2,0,3,0,0,0,asian,CuttingInKitchen
v_CuttingInKitchen_g24_c03,0,0,5,0,0,0,asian,CuttingInKitchen
v_CuttingInKitchen_g25_c05,1,0,4,0,0,0,asian,CuttingInKitchen
v_Diving_g01_c01,0,0,0,5,0,0,indian,Diving
v_Diving_g03_c01,1,0,4,0,0,0,asian,Diving
v_Diving_g03_c02,2,0,3,0,0,0,asian,Diving
v_Diving_g03_c03,1,0,4,0,0,0,asian,Diving
v_Diving_g09_c07,1,0,4,0,0,0,asian,Diving
v_Diving_g11_c05,0,0,5,0,0,0,asian,Diving
v_Diving_g12_c02,2,0,3,0,0,0,asian,Diving
v_Diving_g15_c02,4,0,1,0,0,0,white,Diving
v_Diving_g15_c06,3,0,2,0,0,0,white,Diving
v_Diving_g15_c07,3,0,2,0,0,0,white,Diving
v_Diving_g21_c01,0,0,5,0,0,0,asian,Diving
v_Diving_g21_c05,3,0,0,2,0,0,white,Diving
v_Diving_g23_c05,1,0,0,4,0,0,indian,Diving
v_Diving_g23_c06,0,0,0,5,0,0,indian,Diving
v_Diving_g25_c01,2,0,3,0,0,0,asian,Diving
v_Drumming_g01_c01,3,0,1,0,0,1,white,Drumming
v_Drumming_g01_c07,0,0,4,0,0,1,asian,Drumming
v_Drumming_g02_c06,2,0,0,0,0,3,black,Drumming
v_Drumming_g03_c01,2,0,0,0,0,3,black,Drumming
v_Drumming_g03_c04,2,0,0,0,0,3,black,Drumming
v_Drumming_g08_c04,1,0,0,0,0,4,black,Drumming
v_Drumming_g11_c02,2,0,0,0,0,3,black,Drumming
v_Drumming_g11_c03,2,0,0,0,0,3,black,Drumming
v_Drumming_g11_c07,2,0,0,0,0,3,black,Drumming
v_Drumming_g13_c03,2,0,0,0,0,3,black,Drumming
v_Drumming_g17_c02,2,0,0,0,0,3,black,Drumming
v_Drumming_g17_c06,2,0,0,0,0,3,black,Drumming
v_Drumming_g21_c04,3,0,0,0,0,2,white,Drumming
v_FieldHockeyPenalty_g02_c03,1,0,4,0,0,0,asian,FieldHockeyPenalty
v_FieldHockeyPenalty_g02_c05,0,0,5,0,0,0,asian,FieldHockeyPenalty
v_FieldHockeyPenalty_g13_c04,1,0,0,4,0,0,indian,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c04,2,0,3,0,0,0,asian,FieldHockeyPenalty
v_FieldHockeyPenalty_g19_c03,0,0,1,4,0,0,indian,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c01,0,0,5,0,0,0,asian,FieldHockeyPenalty
v_FloorGymnastics_g04_c04,2,0,3,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g07_c03,2,0,3,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g12_c05,2,0,3,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g12_c06,2,0,3,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g16_c04,2,0,3,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g18_c05,2,0,3,0,0,0,asian,FloorGymnastics
v_FloorGymnastics_g22_c02,3,0,2,0,0,0,white,FloorGymnastics
v_FloorGymnastics_g22_c04,3,0,2,0,0,0,white,FloorGymnastics
v_FloorGymnastics_g23_c01,2,0,3,0,0,0,asian,FloorGymnastics
v_FrisbeeCatch_g11_c02,2,0,3,0,0,0,asian,FrisbeeCatch
v_FrontCrawl_g20_c01,2,0,3,0,0,0,asian,FrontCrawl
v_GolfSwing_g13_c04,2,0,3,0,0,0,asian,GolfSwing
v_Haircut_g06_c04,5,0,0,0,0,0,white,Haircut
v_Haircut_g08_c03,0,0,5,0,0,0,asian,Haircut
v_Haircut_g09_c01,5,0,0,0,0,0,white,Haircut
v_Haircut_g09_c04,5,0,0,0,0,0,white,Haircut
v_Haircut_g09_c06,5,0,0,0,0,0,white,Haircut
v_Haircut_g11_c03,1,0,4,0,0,0,asian,Haircut
v_Haircut_g20_c07,2,0,3,0,0,0,asian,Haircut
v_Haircut_g22_c05,2,0,3,0,0,0,asian,Haircut
v_HammerThrow_g02_c05,2,1,2,0,0,0,uncertain,HammerThrow
v_HammerThrow_g03_c03,2,0,3,0,0,0,asian,HammerThrow
v_HammerThrow_g06_c04,2,0,3,0,0,0,asian,HammerThrow
v_HammerThrow_g10_c06,1,4,0,0,0,0,middle eastern,HammerThrow
v_HammerThrow_g10_c07,1,3,1,0,0,0,middle eastern,HammerThrow
v_HammerThrow_g11_c02,0,0,5,0,0,0,asian,HammerThrow
v_HammerThrow_g14_c02,2,0,3,0,0,0,asian,HammerThrow
v_HammerThrow_g14_c05,1,4,0,0,0,0,middle eastern,HammerThrow
v_HammerThrow_g16_c02,4,0,1,0,0,0,white,HammerThrow
v_HammerThrow_g16_c03,5,0,0,0,0,0,white,HammerThrow
v_HammerThrow_g25_c02,1,3,1,0,0,0,middle eastern,HammerThrow
v_Hammering_g01_c04,5,0,0,0,0,0,white,Hammering
v_Hammering_g08_c02,0,0,2,3,0,0,indian,Hammering
v_Hammering_g11_c03,5,0,0,0,0,0,white,Hammering
v_Hammering_g11_c04,4,0,1,0,0,0,white,Hammering
v_Hammering_g19_c01,5,0,0,0,0,0,white,Hammering
v_Hammering_g19_c02,5,0,0,0,0,0,white,Hammering
v_Hammering_g19_c03,5,0,0,0,0,0,white,Hammering
v_Hammering_g23_c01,2,0,3,0,0,0,asian,Hammering
v_Hammering_g24_c04,5,0,0,0,0,0,white,Hammering
v_Hammering_g24_c05,5,0,0,0,0,0,white,Hammering
v_HandstandPushups_g08_c04,3,2,0,0,0,0,white,HandstandPushups
v_HandstandPushups_g25_c06,3,0,2,0,0,0,white,HandstandPushups
v_HandstandPushups_g25_c07,5,0,0,0,0,0,white,HandstandPushups
v_HandstandWalking_g07_c03,2,0,0,0,0,3,black,HandstandWalking
v_HandstandWalking_g16_c01,2,0,3,0,0,0,asian,HandstandWalking
v_HandstandWalking_g23_c01,2,0,3,0,0,0,asian,HandstandWalking
v_HeadMassage_g01_c01,0,3,2,0,0,0,middle eastern,HeadMassage
v_HeadMassage_g02_c01,3,0,2,0,0,0,white,HeadMassage
v_HeadMassage_g03_c07,3,0,2,0,0,0,white,HeadMassage
v_HeadMassage_g06_c05,4,0,1,0,0,0,white,HeadMassage
v_HeadMassage_g06_c06,4,0,1,0,0,0,white,HeadMassage
v_HeadMassage_g07_c05,5,0,0,0,0,0,white,HeadMassage
v_HeadMassage_g10_c04,1,0,4,0,0,0,asian,HeadMassage
v_HeadMassage_g12_c01,0,0,1,4,0,0,indian,HeadMassage
v_HeadMassage_g13_c03,3,0,2,0,0,0,white,HeadMassage
v_HeadMassage_g13_c04,5,0,0,0,0,0,white,HeadMassage
v_HeadMassage_g15_c06,5,0,0,0,0,0,white,HeadMassage
v_HeadMassage_g17_c01,2,0,3,0,0,0,asian,HeadMassage
v_HeadMassage_g17_c03,0,0,5,0,0,0,asian,HeadMassage
v_HeadMassage_g17_c04,1,0,4,0,0,0,asian,HeadMassage
v_HeadMassage_g18_c01,0,0,5,0,0,0,asian,HeadMassage
v_HeadMassage_g18_c02,0,0,2,0,0,3,black,HeadMassage
v_HeadMassage_g18_c05,1,0,1,0,0,3,black,HeadMassage
v_HeadMassage_g19_c03,3,2,0,0,0,0,white,HeadMassage
v_HeadMassage_g19_c05,5,0,0,0,0,0,white,HeadMassage
v_HeadMassage_g22_c01,1,0,4,0,0,0,asian,HeadMassage
v_HeadMassage_g22_c03,2,0,3,0,0,0,asian,HeadMassage
v_HeadMassage_g22_c04,0,0,5,0,0,0,asian,HeadMassage
v_HeadMassage_g24_c04,3,0,2,0,0,0,white,HeadMassage
v_HeadMassage_g25_c03,0,2,2,0,0,1,uncertain,HeadMassage
v_HeadMassage_g25_c04,1,0,0,0,0,4,black,HeadMassage
v_HighJump_g03_c03,2,0,3,0,0,0,asian,HighJump
v_HighJump_g11_c04,1,0,4,0,0,0,asian,HighJump
v_HorseRace_g02_c01,1,4,0,0,0,0,middle eastern,HorseRace
v_HorseRiding_g23_c04,0,0,5,0,0,0,asian,HorseRiding
v_HulaHoop_g03_c04,2,0,3,0,0,0,asian,HulaHoop
v_HulaHoop_g05_c04,3,0,2,0,0,0,white,HulaHoop
v_HulaHoop_g16_c03,3,0,2,0,0,0,white,HulaHoop
v_HulaHoop_g16_c04,3,0,2,0,0,0,white,HulaHoop
v_HulaHoop_g16_c06,3,0,2,0,0,0,white,HulaHoop
v_IceDancing_g09_c01,5,0,0,0,0,0,white,IceDancing
v_IceDancing_g09_c02,5,0,0,0,0,0,white,IceDancing
v_IceDancing_g09_c06,4,0,1,0,0,0,white,IceDancing
v_IceDancing_g17_c01,2,0,3,0,0,0,asian,IceDancing
v_JavelinThrow_g02_c01,2,0,3,0,0,0,asian,JavelinThrow
v_JavelinThrow_g19_c03,1,2,2,0,0,0,uncertain,JavelinThrow
v_JavelinThrow_g25_c03,4,0,1,0,0,0,white,JavelinThrow
v_JavelinThrow_g25_c04,5,0,0,0,0,0,white,JavelinThrow
v_JugglingBalls_g06_c01,4,0,1,0,0,0,white,JugglingBalls
v_JugglingBalls_g06_c02,4,0,1,0,0,0,white,JugglingBalls
v_JugglingBalls_g06_c04,4,0,1,0,0,0,white,JugglingBalls
v_JugglingBalls_g07_c04,2,0,3,0,0,0,asian,JugglingBalls
v_JumpingJack_g06_c01,4,0,0,0,0,1,white,JumpingJack
v_JumpingJack_g06_c04,5,0,0,0,0,0,white,JumpingJack
v_JumpingJack_g06_c07,5,0,0,0,0,0,white,JumpingJack
v_JumpingJack_g17_c04,3,0,0,0,0,2,white,JumpingJack
v_Kayaking_g11_c07,1,0,4,0,0,0,asian,Kayaking
v_Kayaking_g16_c02,1,0,4,0,0,0,asian,Kayaking
v_Kayaking_g16_c05,0,0,5,0,0,0,asian,Kayaking
v_Kayaking_g17_c03,3,0,2,0,0,0,white,Kayaking
v_Kayaking_g20_c01,2,0,3,0,0,0,asian,Kayaking
v_Kayaking_g21_c05,5,0,0,0,0,0,white,Kayaking
v_Kayaking_g21_c06,5,0,0,0,0,0,white,Kayaking
v_Kayaking_g21_c07,5,0,0,0,0,0,white,Kayaking
v_Kayaking_g25_c02,2,0,3,0,0,0,asian,Kayaking
v_Knitting_g01_c01,3,0,2,0,0,0,white,Knitting
v_Knitting_g01_c04,4,0,1,0,0,0,white,Knitting
v_Knitting_g02_c01,1,0,4,0,0,0,asian,Knitting
v_Knitting_g10_c03,2,0,3,0,0,0,asian,Knitting
v_Knitting_g10_c04,2,0,3,0,0,0,asian,Knitting
v_Knitting_g13_c02,1,0,4,0,0,0,asian,Knitting
v_Knitting_g13_c03,2,0,3,0,0,0,asian,Knitting
v_Knitting_g17_c01,2,0,3,0,0,0,asian,Knitting
v_Knitting_g20_c02,3,0,2,0,0,0,white,Knitting
v_LongJump_g03_c04,5,0,0,0,0,0,white,LongJump
v_LongJump_g03_c06,4,1,0,0,0,0,white,LongJump
v_LongJump_g10_c07,2,0,3,0,0,0,asian,LongJump
v_MilitaryParade_g02_c03,0,0,5,0,0,0,asian,MilitaryParade
v_MilitaryParade_g08_c01,1,0,4,0,0,0,asian,MilitaryParade
v_MilitaryParade_g08_c05,1,0,4,0,0,0,asian,MilitaryParade
v_MilitaryParade_g09_c02,0,2,1,2,0,0,uncertain,MilitaryParade
v_MilitaryParade_g09_c05,0,2,3,0,0,0,asian,MilitaryParade
v_MilitaryParade_g09_c07,0,0,5,0,0,0,asian,MilitaryParade
v_MilitaryParade_g10_c01,0,0,5,0,0,0,asian,MilitaryParade
v_MilitaryParade_g10_c04,2,0,3,0,0,0,asian,MilitaryParade
v_MilitaryParade_g11_c01,0,0,5,0,0,0,asian,MilitaryParade
v_MilitaryParade_g11_c02,0,0,5,0,0,0,asian,MilitaryParade
v_MilitaryParade_g13_c03,0,0,5,0,0,0,asian,MilitaryParade
v_MilitaryParade_g14_c01,0,0,5,0,0,0,asian,MilitaryParade
v_MilitaryParade_g15_c04,2,0,3,0,0,0,asian,MilitaryParade
