video_name,black_count,blonde_count,red_count,white_count,final,category
v_BlowingCandles_g19_c03,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g20_c04,5,0,0,0,black,BlowingCandles
v_BlowingCandles_g21_c01,1,4,0,0,blonde,BlowingCandles
v_BlowingCandles_g21_c03,2,3,0,0,blonde,BlowingCandles
v_BlowingCandles_g22_c03,3,2,0,0,black,BlowingCandles
v_BlowingCandles_g23_c01,0,5,0,0,blonde,BlowingCandles
v_BlowingCandles_g24_c04,5,0,0,0,black,BlowingCandles
v_BlowingCandles_g25_c03,2,3,0,0,blonde,BlowingCandles
v_BodyWeightSquats_g01_c03,2,3,0,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g05_c04,2,3,0,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g09_c05,2,3,0,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g09_c06,1,4,0,0,blonde,BodyWeightSquats
v_BodyWeightSquats_g12_c03,3,2,0,0,black,BodyWeightSquats
v_Bowling_g01_c06,0,5,0,0,blonde,Bowling
v_Bowling_g01_c07,0,5,0,0,blonde,Bowling
v_Bowling_g03_c02,0,5,0,0,blonde,Bowling
v_Bowling_g03_c06,0,5,0,0,blonde,Bowling
v_Bowling_g04_c03,2,3,0,0,blonde,Bowling
v_Bowling_g04_c04,0,5,0,0,blonde,Bowling
v_Bowling_g05_c02,5,0,0,0,black,Bowling
v_Bowling_g05_c07,4,1,0,0,black,Bowling
v_Bowling_g06_c04,0,5,0,0,blonde,Bowling
v_Bowling_g06_c05,2,3,0,0,blonde,Bowling
v_Bowling_g07_c03,2,3,0,0,blonde,Bowling
v_Bowling_g07_c06,2,3,0,0,blonde,Bowling
v_Bowling_g08_c01,0,5,0,0,blonde,Bowling
v_Bowling_g08_c04,1,4,0,0,blonde,Bowling
v_Bowling_g08_c05,0,5,0,0,blonde,Bowling
v_Bowling_g09_c03,2,3,0,0,blonde,Bowling
v_Bowling_g09_c04,0,5,0,0,blonde,Bowling
v_Bowling_g09_c07,0,5,0,0,blonde,Bowling
v_Bowling_g10_c01,1,4,0,0,blonde,Bowling
v_Bowling_g11_c01,3,2,0,0,black,Bowling
v_Bowling_g11_c06,3,2,0,0,black,Bowling
v_Bowling_g12_c01,4,1,0,0,black,Bowling
v_Bowling_g13_c02,0,5,0,0,blonde,Bowling
v_Bowling_g13_c03,2,3,0,0,blonde,Bowling
v_Bowling_g13_c06,0,5,0,0,blonde,Bowling
v_Bowling_g14_c01,3,2,0,0,black,Bowling
v_Bowling_g17_c02,0,5,0,0,blonde,Bowling
v_Bowling_g17_c05,2,3,0,0,blonde,Bowling
v_Bowling_g18_c02,3,2,0,0,black,Bowling
v_Bowling_g18_c05,5,0,0,0,black,Bowling
v_Bowling_g19_c03,4,1,0,0,black,Bowling
v_Bowling_g19_c05,5,0,0,0,black,Bowling
v_Bowling_g19_c07,4,1,0,0,black,Bowling
v_Bowling_g20_c02,1,4,0,0,blonde,Bowling
v_Bowling_g20_c05,0,5,0,0,blonde,Bowling
v_Bowling_g21_c03,1,4,0,0,blonde,Bowling
v_Bowling_g21_c06,2,3,0,0,blonde,Bowling
v_Bowling_g24_c05,3,2,0,0,black,Bowling
v_Bowling_g24_c06,5,0,0,0,black,Bowling
v_Bowling_g25_c01,2,3,0,0,blonde,Bowling
v_BoxingPunchingBag_g03_c04,2,3,0,0,blonde,BoxingPunchingBag
v_BoxingPunchingBag_g03_c05,2,3,0,0,blonde,BoxingPunchingBag
v_BoxingPunchingBag_g03_c07,0,5,0,0,blonde,BoxingPunchingBag
v_BoxingPunchingBag_g04_c04,5,0,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g04_c05,4,1,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g04_c06,4,1,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g06_c01,1,4,0,0,blonde,BoxingPunchingBag
v_BoxingPunchingBag_g08_c02,2,3,0,0,blonde,BoxingPunchingBag
v_BoxingPunchingBag_g09_c05,2,3,0,0,blonde,BoxingPunchingBag
v_BoxingPunchingBag_g21_c02,4,1,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g21_c06,3,2,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g23_c02,4,1,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g23_c03,4,1,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g23_c07,3,2,0,0,black,BoxingPunchingBag
v_BoxingPunchingBag_g24_c03,2,3,0,0,blonde,BoxingPunchingBag
v_BoxingPunchingBag_g24_c06,2,3,0,0,blonde,BoxingPunchingBag
v_BoxingSpeedBag_g08_c02,3,2,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g08_c05,4,1,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g12_c03,2,3,0,0,blonde,BoxingSpeedBag
v_BoxingSpeedBag_g13_c01,3,2,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g13_c03,4,1,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g13_c06,4,1,0,0,black,BoxingSpeedBag
v_BoxingSpeedBag_g14_c02,0,2,3,0,red,BoxingSpeedBag
v_BreastStroke_g05_c01,4,1,0,0,black,BreastStroke
v_BreastStroke_g07_c03,2,3,0,0,blonde,BreastStroke
v_BreastStroke_g10_c02,0,5,0,0,blonde,BreastStroke
v_BreastStroke_g10_c04,1,4,0,0,blonde,BreastStroke
v_BreastStroke_g11_c02,2,3,0,0,blonde,BreastStroke
v_BreastStroke_g11_c03,2,3,0,0,blonde,BreastStroke
v_BreastStroke_g12_c02,2,3,0,0,blonde,BreastStroke
v_BreastStroke_g13_c01,4,1,0,0,black,BreastStroke
v_BreastStroke_g14_c04,0,2,3,0,red,BreastStroke
v_BreastStroke_g15_c01,4,1,0,0,black,BreastStroke
v_BreastStroke_g20_c01,2,3,0,0,blonde,BreastStroke
v_BrushingTeeth_g10_c05,4,1,0,0,black,BrushingTeeth
v_BrushingTeeth_g18_c01,3,2,0,0,black,BrushingTeeth
v_BrushingTeeth_g18_c06,4,1,0,0,black,BrushingTeeth
v_BrushingTeeth_g18_c07,5,0,0,0,black,BrushingTeeth
v_BrushingTeeth_g22_c02,1,4,0,0,blonde,BrushingTeeth
v_BrushingTeeth_g22_c03,2,3,0,0,blonde,BrushingTeeth
v_BrushingTeeth_g22_c04,1,4,0,0,blonde,BrushingTeeth
v_BrushingTeeth_g23_c01,0,1,4,0,red,BrushingTeeth
v_BrushingTeeth_g24_c01,0,1,4,0,red,BrushingTeeth
v_BrushingTeeth_g24_c02,0,2,3,0,red,BrushingTeeth
v_BrushingTeeth_g24_c04,1,1,3,0,red,BrushingTeeth
v_BrushingTeeth_g25_c05,3,2,0,0,black,BrushingTeeth
v_CleanAndJerk_g05_c02,0,5,0,0,blonde,CleanAndJerk
v_CleanAndJerk_g06_c02,0,5,0,0,blonde,CleanAndJerk
v_CleanAndJerk_g06_c03,1,4,0,0,blonde,CleanAndJerk
v_CleanAndJerk_g07_c01,5,0,0,0,black,CleanAndJerk
v_CleanAndJerk_g07_c05,5,0,0,0,black,CleanAndJerk
v_CleanAndJerk_g08_c01,5,0,0,0,black,CleanAndJerk
v_CleanAndJerk_g09_c02,5,0,0,0,black,CleanAndJerk
v_CleanAndJerk_g11_c04,5,0,0,0,black,CleanAndJerk
v_CleanAndJerk_g16_c01,0,5,0,0,blonde,CleanAndJerk
v_CleanAndJerk_g16_c02,1,4,0,0,blonde,CleanAndJerk
v_CleanAndJerk_g18_c03,1,4,0,0,blonde,CleanAndJerk
v_CleanAndJerk_g18_c04,0,5,0,0,blonde,CleanAndJerk
v_CleanAndJerk_g21_c02,3,2,0,0,black,CleanAndJerk
v_CleanAndJerk_g22_c03,2,3,0,0,blonde,CleanAndJerk
v_CliffDiving_g01_c03,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g03_c04,1,4,0,0,blonde,CliffDiving
v_CliffDiving_g03_c05,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g05_c04,1,4,0,0,blonde,CliffDiving
v_CliffDiving_g05_c07,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g06_c01,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g08_c03,1,4,0,0,blonde,CliffDiving
v_CliffDiving_g08_c04,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g09_c05,0,5,0,0,blonde,CliffDiving
v_CliffDiving_g12_c03,1,4,0,0,blonde,CliffDiving
v_CliffDiving_g12_c04,1,4,0,0,blonde,CliffDiving
v_CliffDiving_g14_c06,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g15_c01,5,0,0,0,black,CliffDiving
v_CliffDiving_g16_c04,0,5,0,0,blonde,CliffDiving
v_CliffDiving_g17_c02,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g17_c03,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g18_c02,3,2,0,0,black,CliffDiving
v_CliffDiving_g18_c06,3,2,0,0,black,CliffDiving
v_CliffDiving_g19_c01,4,1,0,0,black,CliffDiving
v_CliffDiving_g19_c03,5,0,0,0,black,CliffDiving
v_CliffDiving_g19_c07,3,2,0,0,black,CliffDiving
v_CliffDiving_g21_c02,4,1,0,0,black,CliffDiving
v_CliffDiving_g22_c01,0,5,0,0,blonde,CliffDiving
v_CliffDiving_g22_c02,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g23_c01,5,0,0,0,black,CliffDiving
v_CliffDiving_g23_c02,5,0,0,0,black,CliffDiving
v_CliffDiving_g24_c01,2,3,0,0,blonde,CliffDiving
v_CliffDiving_g24_c04,1,4,0,0,blonde,CliffDiving
v_CliffDiving_g25_c03,1,4,0,0,blonde,CliffDiving
v_CricketBowling_g10_c04,3,2,0,0,black,CricketBowling
v_CricketBowling_g11_c03,1,4,0,0,blonde,CricketBowling
v_CricketBowling_g11_c04,0,5,0,0,blonde,CricketBowling
v_CricketBowling_g12_c02,2,3,0,0,blonde,CricketBowling
v_CricketBowling_g19_c04,2,3,0,0,blonde,CricketBowling
v_CricketBowling_g20_c02,4,1,0,0,black,CricketBowling
v_CricketBowling_g20_c05,5,0,0,0,black,CricketBowling
v_CricketShot_g01_c02,2,3,0,0,blonde,CricketShot
v_CricketShot_g02_c06,3,2,0,0,black,CricketShot
v_CricketShot_g03_c01,0,5,0,0,blonde,CricketShot
v_CricketShot_g03_c07,0,5,0,0,blonde,CricketShot
v_CricketShot_g07_c03,0,5,0,0,blonde,CricketShot
v_CricketShot_g07_c05,2,3,0,0,blonde,CricketShot
v_CricketShot_g15_c01,3,2,0,0,black,CricketShot
v_CricketShot_g15_c07,3,2,0,0,black,CricketShot
v_CricketShot_g17_c05,3,2,0,0,black,CricketShot
v_CuttingInKitchen_g18_c04,3,2,0,0,black,CuttingInKitchen
v_Diving_g01_c03,2,3,0,0,blonde,Diving
v_Diving_g01_c04,1,4,0,0,blonde,Diving
v_Diving_g03_c02,2,3,0,0,blonde,Diving
v_Diving_g05_c06,1,4,0,0,blonde,Diving
v_Diving_g06_c03,0,5,0,0,blonde,Diving
v_Diving_g09_c02,5,0,0,0,black,Diving
v_Diving_g09_c03,5,0,0,0,black,Diving
v_Diving_g09_c07,5,0,0,0,black,Diving
v_Diving_g11_c02,1,4,0,0,blonde,Diving
v_Diving_g11_c04,2,3,0,0,blonde,Diving
v_Diving_g12_c04,2,3,0,0,blonde,Diving
v_Diving_g16_c03,1,4,0,0,blonde,Diving
v_Diving_g16_c05,2,3,0,0,blonde,Diving
v_Diving_g17_c03,2,3,0,0,blonde,Diving
v_Diving_g19_c02,1,4,0,0,blonde,Diving
v_Diving_g20_c01,1,4,0,0,blonde,Diving
v_Diving_g20_c03,2,3,0,0,blonde,Diving
v_Diving_g23_c01,2,3,0,0,blonde,Diving
v_Diving_g23_c05,2,3,0,0,blonde,Diving
v_Diving_g25_c01,4,1,0,0,black,Diving
v_Drumming_g07_c05,2,3,0,0,blonde,Drumming
v_Drumming_g13_c03,2,3,0,0,blonde,Drumming
v_Drumming_g14_c03,2,3,0,0,blonde,Drumming
v_Fencing_g09_c01,5,0,0,0,black,Fencing
v_Fencing_g09_c02,5,0,0,0,black,Fencing
v_Fencing_g25_c01,2,3,0,0,blonde,Fencing
v_Fencing_g25_c03,1,4,0,0,blonde,Fencing
v_FieldHockeyPenalty_g02_c03,2,3,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c01,4,1,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c07,4,1,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g06_c01,3,2,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g06_c07,4,1,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g07_c04,0,5,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g08_c04,1,4,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g11_c01,4,1,0,0,black,FieldHockeyPenalty
v_FieldHockeyPenalty_g12_c02,1,4,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g12_c04,2,3,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g12_c06,1,4,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g13_c02,2,3,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g13_c04,0,5,0,0,blonde,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c01,0,5,0,0,blonde,FieldHockeyPenalty
