step,avg_chi
271,1095.9504004095704
272,1095.2835490623602
273,1094.6232330455211
274,1093.9691782960306
275,1093.3216114066654
276,1092.6802588237522
277,1092.0453471725518
278,1091.416603404294
279,1090.7942541731984
280,1090.178026931031
281,1089.5681483575115
282,1088.9643464006429
283,1088.3668477622577
284,1087.7753808823645
285,1087.190172481587
286,1086.610951487778
287,1086.0379446370941
288,1085.470881341137
289,1084.9099883484032
290,1084.354995550212
291,1083.806129704267
292,1083.2631211776422
293,1082.7261967341753
294,1082.1950872127907
295,1081.6700193804513
296,1081.150724544087
297,1080.6374294708346
298,1080.1298659318488
299,1079.628260691542
300,1079.1323459815717
301,1078.6423485607872
302,1078.1580011176825
303,1077.6795304027598
304,1077.2066695577414
305,1076.7396453220506
306,1076.2781912870848
307,1075.8225341785112
308,1075.3724080339036
309,1074.9280395625462
310,1074.4891632447443
311,1074.0560057708226
312,1073.6283020604253
313,1073.2062787823922
314,1072.7896712923641
315,1072.3787062352176
316,1071.9731193992993
317,1071.573137403093
318,1071.1784964644094
319,1070.7894231729554
320,1070.4056541728116
321,1070.0274160225715
322,1069.6544457894404
323,1069.2869699986024
324,1068.9247261372905
325,1068.567940695032
326,1068.2163515760296
327,1067.8701852319498
328,1067.5291799809584
329,1067.1935622346937
330,1066.863070722321
331,1066.5379318133298
332,1066.2178846449613
333,1065.90215195077
334,1065.5874725239553
335,1065.2770933782442
336,1064.9677635884464
337,1064.6627199632178
338,1064.358721805587
339,1064.0589957719758
340,1063.7603113406158
341,1063.465885068161
342,1063.172496555402
343,1062.883352311328
344,1062.5952420070062
345,1062.3113621555037
346,1062.0285124462496
347,1061.749879447769
348,1061.4722728162983
349,1061.1988692268476
350,1060.926488251261
351,1060.6582967217082
352,1060.391847690362
353,1060.1281273501825
354,1059.8668687516008
355,1059.6083267175914
356,1059.3522414130764
357,1059.0988606153855
358,1058.8479315588822
359,1058.5996950197987
360,1058.353905257222
361,1058.110796090512
362,1057.870128759084
363,1057.632130169328
364,1057.3965684969216
365,1057.163663778863
366,1056.9331910833455
367,1056.7053636212427
368,1056.479963309832
369,1056.257196576815
370,1056.0368521454402
371,1055.8191297028734
372,1055.6038247355361
373,1055.39113023239
374,1055.180848400537
375,1054.9731655727594
376,1054.7678906346584
377,1054.5652033045571
378,1054.3649191046777
379,1054.1672111803052
380,1053.9719016487054
381,1053.7791571232483
382,1053.588806274969
383,1053.401009226146
384,1053.2156011606053
385,1053.032735750069
386,1052.8522546504666
387,1052.674305123208
388,1052.4987352559347
389,1052.3256859396965
390,1052.1550116537449
391,1051.9868469584387
392,1051.821052684822
393,1051.65775710195
394,1051.4968273531267
395,1051.3383854552076
396,1051.1852206743858
397,1051.036845079465
398,1050.893007884507
399,1050.753931032782
400,1050.6193640926083
401,1050.4895289361245
402,1050.3641754837167
403,1050.243525534963
404,1050.127329360155
405,1050.0158086849094
406,1049.9087141272914
407,1049.8062673375791
408,1049.708924778364
409,1049.6166720162144
410,1049.5294946857846
411,1049.4473784893876
412,1049.3703091965735
413,1049.298272643711
414,1049.2312547335716
415,1049.1692414349172
416,1049.11221878209
417,1049.060172874608
418,1049.0130898767602
419,1048.9709560172068
420,1048.9337575885836
421,1048.9014809471055
422,1048.8741125121767
423,1048.8516387660036
424,1048.8340462532071
425,1048.8213215804415
426,1048.8134514160163
427,1048.8104224895158
