step,avg_chi
213,1371.8635417138923
214,1370.881378520542
215,1369.8997715713413
216,1368.9333053195835
217,1368.9495180499937
218,1367.9843842566588
219,1367.033078349309
220,1366.0834512383055
221,1365.1475820990047
222,1365.176167057798
223,1364.2494074673475
224,1363.3612433821856
225,1362.4332329356205
226,1358.82067780984
227,1355.2372185664756
228,1355.263924323795
229,1351.27552582619
230,1350.3643717803022
231,1349.4614040639087
232,1348.5574884294679
233,1348.5894038803424
234,1347.242903037463
235,1346.3474236327472
236,1342.803478711179
237,1341.9171230263971
238,1341.956176227641
239,1341.0786993148643
240,1340.2097458812057
241,1339.3487940722346
242,1338.4958132077459
243,1337.6466091324742
244,1337.6908287988997
245,1336.850346758985
246,1332.20656916358
247,1331.3256335840106
248,1330.4503116417802
249,1330.4977494386515
250,1329.239856637778
251,1328.4125424090528
252,1327.5930513132837
253,1326.7813537764662
254,1325.9774204010594
255,1326.0328957085178
256,1325.1612953065114
257,1323.2333793133978
258,1322.4356049372755
259,1321.645514986116
260,1321.7025400833952
261,1318.2100651803833
262,1314.7391635311124
263,1310.862701424974
264,1307.0068203782257
265,1303.5983923427054
266,1299.783286783124
267,1296.416107468078
268,1296.4831336372545
269,1292.7086101015655
270,1289.3832108992121
271,1285.6484454755516
272,1282.3632837408056
273,1279.0984198065796
274,1275.8537322960967
275,1272.6291008733936
276,1269.4244062320624
277,1267.487381723655
278,1264.3006047326126
279,1261.13352610002
280,1260.3530005365385
281,1259.6001870628995
282,1258.854924870209
283,1257.1178039907618
284,1256.3794526939616
285,1255.6485969419289
286,1255.708044451336
287,1254.984225022369
288,1254.2678458712587
289,1253.5327847047104
290,1252.8051334319064
291,1252.1085218665337
292,1250.9825264947513
293,1250.2749910919704
294,1249.598395645506
295,1246.4563815715958
296,1246.547008555088
297,1244.0551989892147
298,1243.3933628798616
299,1242.7387301974147
300,1242.0616709041585
301,1240.981522808015
302,1239.9077924353699
303,1238.066121862821
304,1236.2340033426915
305,1235.6139351323498
306,1232.4906950959905
307,1231.878539837913
308,1231.2733917167232
309,1230.2350538561984
310,1228.428195113314
311,1226.6307341161883
312,1226.0471672593783
313,1225.4361343747275
314,1223.6562912700476
315,1223.0893939942728
316,1223.1452397416263
317,1222.551614703271
318,1221.9648184602886
319,1222.0575959302207
320,1221.5090457085212
321,1218.403735731906
322,1217.8285700142144
323,1213.5211386991261
324,1212.9838936387398
325,1212.4533561054525
326,1211.9295030805258
327,1211.4123116719836
328,1211.5121818741643
329,1210.5601704824921
330,1210.6647026513838
331,1207.5998321733775
332,1207.709899333213
333,1207.8245604990027
334,1206.0821881533623
335,1205.5852512166514
336,1205.094883232148
337,1204.611061945309
338,1203.4860410028884
339,1203.006777637369
340,1202.5340180776222
341,1202.6568414970943
342,1199.614139192148
343,1196.5900971070212
344,1196.1262377363612
345,1193.1215839811832
346,1192.665015312678
347,1189.6231406277734
348,1186.6549317138424
349,1186.7871268835488
350,1186.338208392461
351,1182.1194644876196
352,1181.675098893548
353,1181.1771903049932
354,1179.4748981552564
355,1176.540684240305
356,1176.1124146829359
357,1176.2480275504913
358,1175.764602619618
359,1175.2875415340316
360,1174.876609306473
361,1172.6398453502277
362,1170.4121721771346
363,1170.0173319826074
364,1167.8036038040134
365,1167.4198364565198
366,1164.4422057903148
367,1164.0021807062096
368,1161.8065907861567
369,1161.4384515273537
370,1159.256597921352
371,1158.837285348016
372,1158.4241025008573
373,1158.0170297100096
374,1157.6160474081207
375,1154.7164417037707
376,1154.3211819059277
377,1153.9319738909114
378,1152.318096341474
379,1151.9942226706105
380,1149.110616588655
381,1148.7351979033044
382,1148.4228481758616
383,1148.0581682833702
384,1147.6994308117203
385,1143.5391957953861
386,1143.2403879909323
387,1142.8904357768545
388,1143.0246145791891
389,1143.163301975039
390,1142.8183670501942
391,1142.4793028727593
392,1142.6216152468676
393,1142.287967555462
394,1139.4385173186322
395,1136.5496626787317
396,1133.7337606981582
397,1133.4628105982267
398,1133.1976255117368
399,1130.341448984663
400,1130.0816455196325
401,1126.8491615160822
402,1124.0261017500504
403,1124.175458288054
404,1121.3690415353788
405,1118.6372323140943
406,1118.791546897368
407,1116.0772752707242
408,1112.9257994130637
409,1113.0243612248898
410,1113.1873805457237
411,1112.9359046612
412,1112.09279625963
413,1112.198329080672
414,1108.174534603173
415,1108.3438138257518
416,1107.1773871409096
417,1106.01782365763
418,1106.132917300067
419,1106.313491331393
420,1106.0458291458815
421,1106.2344677338988
422,1106.3641497201897
423,1103.632960655682
424,1099.6382410000467
425,1099.3849968560105
426,1099.1374447165306
427,1098.895567064603
428,1098.6593464712766
429,1098.4287655950727
430,1098.2038071814075
431,1096.1567248985145
432,1096.2866125378957
433,1096.4874413297937
434,1096.2726327136238
435,1093.6374465506408
436,1090.9484570590182
437,1090.739549325663
438,1090.9465042162649
439,1088.2728691634645
440,1087.9999889908665
441,1087.732706349925
442,1087.4710043856942
443,1087.2811292650542
444,1083.3204209858832
445,1083.5289242343563
446,1083.3433968767638
447,1081.7908653719453
448,1080.2462482201306
449,1080.4560146770575
450,1080.282468550442
451,1080.1143498158149
452,1079.8786143257805
453,1077.2314053546065
454,1074.6000129472236
455,1074.8142799756108
456,1074.6557217622485
457,1074.5025430495537
458,1074.2818911680201
459,1072.7549156187124
460,1072.6141460860351
461,1072.8324378852224
462,1071.5080839531008
463,1071.372760508491
464,1071.1677080707912
465,1071.3161410640564
466,1069.8038237822689
467,1067.256720209399
468,1064.7251755470709
469,1064.6030621614507
470,1064.4862067567672
471,1064.7126407296412
472,1063.8852438933357
473,1059.9801055605265
474,1058.6659880025943
475,1057.1691009746974
476,1054.6654114599994
477,1054.8923437552746
478,1054.782710514245
