video_name,male_count,female_count,final,category
v_Biking_g17_c03,1,4,female,Biking
v_Biking_g20_c01,3,2,male,Biking
v_Biking_g20_c06,3,2,male,Biking
v_Biking_g21_c01,2,3,female,Biking
v_Biking_g21_c02,1,4,female,Biking
v_Biking_g21_c05,2,3,female,Biking
v_Biking_g24_c02,2,3,female,Biking
v_Billiards_g07_c01,2,3,female,Billiards
v_Billiards_g08_c02,1,4,female,Billiards
v_BlowDryHair_g06_c01,1,4,female,BlowDryHair
v_BlowDryHair_g06_c02,0,5,female,BlowDryHair
v_BlowDryHair_g06_c03,0,5,female,BlowDryHair
v_BlowDryHair_g07_c06,5,0,male,BlowDryHair
v_BlowDryHair_g09_c01,3,2,male,BlowDryHair
v_BlowDryHair_g09_c04,3,2,male,BlowDryHair
v_BlowDryHair_g13_c01,4,1,male,BlowDryHair
v_BlowDryHair_g13_c03,4,1,male,BlowDryHair
v_BlowDryHair_g18_c01,1,4,female,BlowDryHair
v_BlowDryHair_g18_c02,1,4,female,BlowDryHair
v_BlowDryHair_g23_c06,3,2,male,BlowDryHair
v_BlowingCandles_g01_c02,5,0,male,BlowingCandles
v_BlowingCandles_g02_c03,5,0,male,BlowingCandles
v_BlowingCandles_g03_c01,2,3,female,BlowingCandles
v_BlowingCandles_g07_c02,5,0,male,BlowingCandles
v_BlowingCandles_g07_c03,4,1,male,BlowingCandles
v_BlowingCandles_g09_c02,5,0,male,BlowingCandles
v_BlowingCandles_g09_c03,5,0,male,BlowingCandles
v_BlowingCandles_g10_c03,5,0,male,BlowingCandles
v_BlowingCandles_g10_c04,5,0,male,BlowingCandles
v_BlowingCandles_g11_c04,0,5,female,BlowingCandles
v_BlowingCandles_g12_c03,2,3,female,BlowingCandles
v_BlowingCandles_g14_c01,5,0,male,BlowingCandles
v_BlowingCandles_g14_c02,5,0,male,BlowingCandles
v_BlowingCandles_g15_c03,5,0,male,BlowingCandles
v_BlowingCandles_g15_c04,5,0,male,BlowingCandles
v_BlowingCandles_g19_c01,3,2,male,BlowingCandles
v_BlowingCandles_g19_c02,5,0,male,BlowingCandles
v_BlowingCandles_g20_c02,5,0,male,BlowingCandles
v_BlowingCandles_g20_c03,5,0,male,BlowingCandles
v_BlowingCandles_g22_c03,5,0,male,BlowingCandles
v_BlowingCandles_g23_c01,0,5,female,BlowingCandles
v_BlowingCandles_g25_c04,4,1,male,BlowingCandles
v_BlowingCandles_g25_c05,3,2,male,BlowingCandles
v_BlowingCandles_g25_c06,4,1,male,BlowingCandles
v_BodyWeightSquats_g09_c05,1,4,female,BodyWeightSquats
v_BodyWeightSquats_g09_c06,1,4,female,BodyWeightSquats
v_BodyWeightSquats_g15_c03,5,0,male,BodyWeightSquats
v_BodyWeightSquats_g15_c04,5,0,male,BodyWeightSquats
v_BodyWeightSquats_g20_c05,2,3,female,BodyWeightSquats
v_Bowling_g01_c04,4,1,male,Bowling
v_Bowling_g03_c02,2,3,female,Bowling
v_Bowling_g03_c06,1,4,female,Bowling
v_Bowling_g04_c04,3,2,male,Bowling
v_Bowling_g05_c03,1,4,female,Bowling
v_Bowling_g08_c06,1,4,female,Bowling
v_Bowling_g08_c07,0,5,female,Bowling
v_Bowling_g09_c04,4,1,male,Bowling
v_Bowling_g10_c01,1,4,female,Bowling
v_Bowling_g12_c03,5,0,male,Bowling
v_Bowling_g13_c01,3,2,male,Bowling
v_Bowling_g13_c03,5,0,male,Bowling
v_Bowling_g15_c01,1,4,female,Bowling
v_Bowling_g15_c04,2,3,female,Bowling
v_Bowling_g17_c02,2,3,female,Bowling
v_Bowling_g18_c02,2,3,female,Bowling
v_Bowling_g19_c03,3,2,male,Bowling
v_Bowling_g19_c04,4,1,male,Bowling
v_Bowling_g20_c05,0,5,female,Bowling
v_Bowling_g20_c06,2,3,female,Bowling
v_Bowling_g21_c05,1,4,female,Bowling
v_Bowling_g22_c01,0,5,female,Bowling
v_Bowling_g23_c01,2,3,female,Bowling
v_Bowling_g24_c04,3,2,male,Bowling
v_Bowling_g25_c02,5,0,male,Bowling
v_Bowling_g25_c05,3,2,male,Bowling
v_BoxingPunchingBag_g08_c04,2,3,female,BoxingPunchingBag
v_BoxingPunchingBag_g15_c06,2,3,female,BoxingPunchingBag
v_BoxingPunchingBag_g17_c02,2,3,female,BoxingPunchingBag
v_BoxingPunchingBag_g22_c05,3,2,male,BoxingPunchingBag
v_BoxingPunchingBag_g22_c06,3,2,male,BoxingPunchingBag
v_BoxingSpeedBag_g03_c03,2,3,female,BoxingSpeedBag
v_BoxingSpeedBag_g03_c05,2,3,female,BoxingSpeedBag
v_BoxingSpeedBag_g11_c01,2,3,female,BoxingSpeedBag
v_BoxingSpeedBag_g11_c05,2,3,female,BoxingSpeedBag
v_BoxingSpeedBag_g14_c02,4,1,male,BoxingSpeedBag
v_BreastStroke_g01_c04,3,2,male,BreastStroke
v_BreastStroke_g02_c03,3,2,male,BreastStroke
v_BreastStroke_g02_c04,4,1,male,BreastStroke
v_BreastStroke_g04_c02,3,2,male,BreastStroke
v_BreastStroke_g06_c04,3,2,male,BreastStroke
v_BreastStroke_g08_c01,1,4,female,BreastStroke
v_BreastStroke_g11_c03,4,1,male,BreastStroke
v_BreastStroke_g11_c04,3,2,male,BreastStroke
v_BreastStroke_g23_c03,2,3,female,BreastStroke
v_BreastStroke_g24_c01,3,2,male,BreastStroke
v_BreastStroke_g25_c02,3,2,male,BreastStroke
v_BrushingTeeth_g02_c03,0,5,female,BrushingTeeth
v_BrushingTeeth_g02_c04,2,3,female,BrushingTeeth
v_BrushingTeeth_g02_c06,1,4,female,BrushingTeeth
v_BrushingTeeth_g07_c02,3,2,male,BrushingTeeth
v_BrushingTeeth_g07_c06,4,1,male,BrushingTeeth
v_CleanAndJerk_g05_c03,3,2,male,CleanAndJerk
v_CleanAndJerk_g05_c04,3,2,male,CleanAndJerk
v_CleanAndJerk_g08_c03,0,5,female,CleanAndJerk
v_CleanAndJerk_g10_c01,3,2,male,CleanAndJerk
v_CleanAndJerk_g11_c01,2,3,female,CleanAndJerk
v_CleanAndJerk_g13_c04,0,5,female,CleanAndJerk
v_CleanAndJerk_g16_c03,2,3,female,CleanAndJerk
v_CleanAndJerk_g17_c02,1,4,female,CleanAndJerk
v_CleanAndJerk_g18_c01,5,0,male,CleanAndJerk
v_CleanAndJerk_g18_c02,3,2,male,CleanAndJerk
v_CleanAndJerk_g20_c05,1,4,female,CleanAndJerk
v_CleanAndJerk_g21_c04,3,2,male,CleanAndJerk
v_CliffDiving_g02_c01,1,4,female,CliffDiving
v_CliffDiving_g04_c02,2,3,female,CliffDiving
v_CliffDiving_g07_c01,2,3,female,CliffDiving
v_CliffDiving_g07_c03,1,4,female,CliffDiving
v_CliffDiving_g08_c04,2,3,female,CliffDiving
v_CliffDiving_g09_c01,1,4,female,CliffDiving
v_CliffDiving_g09_c02,2,3,female,CliffDiving
v_CliffDiving_g14_c01,2,3,female,CliffDiving
v_CliffDiving_g14_c03,1,4,female,CliffDiving
v_CliffDiving_g14_c04,1,4,female,CliffDiving
v_CliffDiving_g15_c04,2,3,female,CliffDiving
v_CliffDiving_g16_c03,2,3,female,CliffDiving
v_CliffDiving_g17_c03,2,3,female,CliffDiving
v_CliffDiving_g17_c04,2,3,female,CliffDiving
v_CliffDiving_g18_c01,3,2,male,CliffDiving
v_CliffDiving_g18_c02,3,2,male,CliffDiving
v_CliffDiving_g18_c04,3,2,male,CliffDiving
v_CliffDiving_g19_c07,2,3,female,CliffDiving
v_CliffDiving_g22_c06,2,3,female,CliffDiving
v_CliffDiving_g23_c01,2,3,female,CliffDiving
v_CliffDiving_g23_c05,2,3,female,CliffDiving
v_CliffDiving_g24_c03,4,1,male,CliffDiving
v_CliffDiving_g25_c01,4,1,male,CliffDiving
v_CliffDiving_g25_c02,4,1,male,CliffDiving
v_CricketBowling_g02_c01,3,2,male,CricketBowling
v_CricketBowling_g04_c01,3,2,male,CricketBowling
v_CricketBowling_g04_c05,3,2,male,CricketBowling
v_CricketBowling_g06_c05,0,5,female,CricketBowling
v_CricketBowling_g07_c04,5,0,male,CricketBowling
v_CricketBowling_g13_c01,1,4,female,CricketBowling
v_CricketBowling_g14_c03,3,2,male,CricketBowling
v_CricketBowling_g14_c04,4,1,male,CricketBowling
v_CricketBowling_g15_c06,1,4,female,CricketBowling
v_CricketBowling_g16_c05,2,3,female,CricketBowling
v_CricketBowling_g17_c04,3,2,male,CricketBowling
v_CricketBowling_g18_c05,3,2,male,CricketBowling
v_CricketBowling_g19_c02,4,1,male,CricketBowling
v_CricketBowling_g19_c06,4,1,male,CricketBowling
v_CricketBowling_g19_c07,3,2,male,CricketBowling
v_CricketBowling_g20_c03,1,4,female,CricketBowling
v_CricketBowling_g20_c04,2,3,female,CricketBowling
v_CricketBowling_g21_c01,3,2,male,CricketBowling
v_CricketBowling_g21_c02,3,2,male,CricketBowling
v_CricketBowling_g21_c06,4,1,male,CricketBowling
v_CricketBowling_g22_c01,1,4,female,CricketBowling
v_CricketBowling_g22_c06,1,4,female,CricketBowling
v_CricketBowling_g24_c04,3,2,male,CricketBowling
v_CricketShot_g02_c06,2,3,female,CricketShot
v_CricketShot_g08_c01,2,3,female,CricketShot
v_CricketShot_g14_c01,4,1,male,CricketShot
v_CricketShot_g14_c03,4,1,male,CricketShot
v_CricketShot_g14_c04,5,0,male,CricketShot
v_CricketShot_g22_c05,2,3,female,CricketShot
v_CuttingInKitchen_g02_c03,5,0,male,CuttingInKitchen
v_CuttingInKitchen_g04_c01,2,3,female,CuttingInKitchen
v_CuttingInKitchen_g04_c02,2,3,female,CuttingInKitchen
v_CuttingInKitchen_g15_c02,4,1,male,CuttingInKitchen
v_CuttingInKitchen_g20_c01,4,1,male,CuttingInKitchen
v_CuttingInKitchen_g20_c02,5,0,male,CuttingInKitchen
v_CuttingInKitchen_g21_c01,1,4,female,CuttingInKitchen
v_CuttingInKitchen_g22_c03,0,5,female,CuttingInKitchen
v_CuttingInKitchen_g25_c01,5,0,male,CuttingInKitchen
v_CuttingInKitchen_g25_c02,5,0,male,CuttingInKitchen
v_CuttingInKitchen_g25_c04,4,1,male,CuttingInKitchen
v_Diving_g02_c03,4,1,male,Diving
v_Diving_g02_c04,3,2,male,Diving
v_Diving_g03_c06,3,2,male,Diving
v_Diving_g04_c06,3,2,male,Diving
v_Diving_g05_c04,3,2,male,Diving
v_Diving_g05_c06,5,0,male,Diving
v_Diving_g09_c04,4,1,male,Diving
v_Diving_g10_c02,3,2,male,Diving
v_Diving_g10_c07,4,1,male,Diving
v_Diving_g12_c02,4,1,male,Diving
v_Diving_g12_c06,3,2,male,Diving
v_Diving_g13_c06,5,0,male,Diving
v_Diving_g14_c02,3,2,male,Diving
v_Diving_g16_c01,4,1,male,Diving
v_Diving_g16_c03,4,1,male,Diving
v_Diving_g17_c01,4,1,male,Diving
v_Diving_g21_c04,3,2,male,Diving
v_Diving_g21_c05,3,2,male,Diving
v_Diving_g23_c01,3,2,male,Diving
v_Diving_g23_c06,4,1,male,Diving
v_Diving_g25_c01,3,2,male,Diving
v_Drumming_g02_c02,2,3,female,Drumming
v_Drumming_g02_c05,2,3,female,Drumming
v_Drumming_g03_c02,0,5,female,Drumming
v_Drumming_g03_c05,0,5,female,Drumming
v_Drumming_g08_c05,1,4,female,Drumming
v_Drumming_g15_c06,2,3,female,Drumming
v_Drumming_g16_c07,2,3,female,Drumming
v_Drumming_g18_c01,5,0,male,Drumming
v_Drumming_g18_c03,5,0,male,Drumming
v_Drumming_g18_c05,3,2,male,Drumming
v_Drumming_g20_c06,2,3,female,Drumming
v_Drumming_g21_c01,1,4,female,Drumming
v_Drumming_g21_c02,2,3,female,Drumming
v_Drumming_g21_c07,2,3,female,Drumming
v_Fencing_g01_c03,4,1,male,Fencing
v_Fencing_g01_c04,3,2,male,Fencing
v_Fencing_g01_c06,4,1,male,Fencing
v_Fencing_g02_c02,4,1,male,Fencing
v_Fencing_g02_c05,4,1,male,Fencing
v_Fencing_g03_c05,2,3,female,Fencing
v_Fencing_g04_c04,1,4,female,Fencing
v_Fencing_g06_c01,3,2,male,Fencing
v_Fencing_g06_c03,3,2,male,Fencing
v_Fencing_g10_c02,3,2,male,Fencing
v_Fencing_g10_c05,3,2,male,Fencing
v_Fencing_g12_c04,3,2,male,Fencing
v_Fencing_g16_c02,1,4,female,Fencing
v_Fencing_g22_c04,3,2,male,Fencing
v_Fencing_g23_c02,3,2,male,Fencing
v_Fencing_g25_c03,1,4,female,Fencing
v_FieldHockeyPenalty_g01_c01,3,2,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g01_c05,4,1,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g02_c01,4,1,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g02_c06,4,1,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g03_c02,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g03_c04,3,2,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c04,3,2,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g05_c07,4,1,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g06_c05,0,5,female,FieldHockeyPenalty
v_FieldHockeyPenalty_g08_c04,0,5,female,FieldHockeyPenalty
v_FieldHockeyPenalty_g09_c05,4,1,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g11_c01,1,4,female,FieldHockeyPenalty
v_FieldHockeyPenalty_g12_c02,0,5,female,FieldHockeyPenalty
v_FieldHockeyPenalty_g12_c04,2,3,female,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c03,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g16_c04,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g17_c03,3,2,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c01,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g18_c04,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g19_c02,0,5,female,FieldHockeyPenalty
v_FieldHockeyPenalty_g20_c03,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g20_c04,3,2,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g21_c03,1,4,female,FieldHockeyPenalty
v_FieldHockeyPenalty_g22_c04,4,1,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g23_c02,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c02,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c03,5,0,male,FieldHockeyPenalty
v_FieldHockeyPenalty_g25_c05,5,0,male,FieldHockeyPenalty
v_FloorGymnastics_g04_c01,4,1,male,FloorGymnastics
v_FloorGymnastics_g05_c04,3,2,male,FloorGymnastics
v_FloorGymnastics_g06_c06,3,2,male,FloorGymnastics
v_FloorGymnastics_g06_c07,4,1,male,FloorGymnastics
v_FloorGymnastics_g07_c05,3,2,male,FloorGymnastics
v_FloorGymnastics_g07_c06,5,0,male,FloorGymnastics
v_FloorGymnastics_g08_c04,0,5,female,FloorGymnastics
v_FloorGymnastics_g12_c05,4,1,male,FloorGymnastics
v_FloorGymnastics_g12_c06,3,2,male,FloorGymnastics
v_FloorGymnastics_g13_c04,4,1,male,FloorGymnastics
v_FloorGymnastics_g17_c02,3,2,male,FloorGymnastics
v_FloorGymnastics_g17_c06,4,1,male,FloorGymnastics
v_FloorGymnastics_g18_c01,4,1,male,FloorGymnastics
v_FloorGymnastics_g18_c05,4,1,male,FloorGymnastics
v_FloorGymnastics_g20_c02,4,1,male,FloorGymnastics
v_FloorGymnastics_g20_c03,4,1,male,FloorGymnastics
v_FloorGymnastics_g24_c04,3,2,male,FloorGymnastics
v_FrisbeeCatch_g01_c03,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g03_c01,1,4,female,FrisbeeCatch
v_FrisbeeCatch_g03_c02,0,5,female,FrisbeeCatch
v_FrisbeeCatch_g04_c02,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g06_c04,4,1,male,FrisbeeCatch
v_FrisbeeCatch_g07_c01,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g07_c03,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g10_c05,1,4,female,FrisbeeCatch
v_FrisbeeCatch_g10_c06,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g12_c02,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g12_c04,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g16_c01,4,1,male,FrisbeeCatch
v_FrisbeeCatch_g16_c04,4,1,male,FrisbeeCatch
v_FrisbeeCatch_g19_c06,2,3,female,FrisbeeCatch
v_FrisbeeCatch_g24_c03,1,4,female,FrisbeeCatch
v_FrontCrawl_g01_c03,5,0,male,FrontCrawl
v_FrontCrawl_g03_c04,3,2,male,FrontCrawl
v_FrontCrawl_g03_c05,3,2,male,FrontCrawl
v_FrontCrawl_g05_c01,1,4,female,FrontCrawl
v_FrontCrawl_g14_c01,2,3,female,FrontCrawl
v_FrontCrawl_g14_c07,2,3,female,FrontCrawl
v_FrontCrawl_g15_c03,2,3,female,FrontCrawl
v_FrontCrawl_g18_c06,3,2,male,FrontCrawl
v_FrontCrawl_g20_c01,2,3,female,FrontCrawl
v_FrontCrawl_g20_c02,0,5,female,FrontCrawl
v_FrontCrawl_g20_c05,2,3,female,FrontCrawl
v_FrontCrawl_g22_c01,3,2,male,FrontCrawl
v_FrontCrawl_g24_c04,1,4,female,FrontCrawl
v_FrontCrawl_g24_c05,0,5,female,FrontCrawl
v_FrontCrawl_g25_c04,4,1,male,FrontCrawl
v_GolfSwing_g10_c03,1,4,female,GolfSwing
v_GolfSwing_g11_c03,1,4,female,GolfSwing
v_GolfSwing_g22_c04,1,4,female,GolfSwing
v_Haircut_g02_c02,0,5,female,Haircut
v_Haircut_g07_c04,5,0,male,Haircut
v_Haircut_g11_c01,0,5,female,Haircut
v_Haircut_g11_c02,0,5,female,Haircut
v_Haircut_g20_c01,3,2,male,Haircut
v_Haircut_g20_c05,3,2,male,Haircut
v_Haircut_g20_c06,5,0,male,Haircut
v_Haircut_g24_c05,3,2,male,Haircut
v_HammerThrow_g01_c03,4,1,male,HammerThrow
v_HammerThrow_g01_c04,3,2,male,HammerThrow
v_HammerThrow_g02_c01,1,4,female,HammerThrow
v_HammerThrow_g02_c02,0,5,female,HammerThrow
v_HammerThrow_g02_c03,1,4,female,HammerThrow
v_HammerThrow_g04_c02,4,1,male,HammerThrow
v_HammerThrow_g04_c05,3,2,male,HammerThrow
v_HammerThrow_g04_c07,4,1,male,HammerThrow
v_HammerThrow_g06_c03,2,3,female,HammerThrow
v_HammerThrow_g06_c04,2,3,female,HammerThrow
v_HammerThrow_g07_c02,3,2,male,HammerThrow
v_HammerThrow_g07_c04,3,2,male,HammerThrow
v_HammerThrow_g09_c01,0,5,female,HammerThrow
v_HammerThrow_g09_c05,1,4,female,HammerThrow
v_HammerThrow_g09_c06,2,3,female,HammerThrow
v_HammerThrow_g10_c02,2,3,female,HammerThrow
v_HammerThrow_g11_c02,4,1,male,HammerThrow
v_HammerThrow_g12_c01,4,1,male,HammerThrow
v_HammerThrow_g12_c02,3,2,male,HammerThrow
v_HammerThrow_g13_c07,2,3,female,HammerThrow
v_HammerThrow_g14_c02,2,3,female,HammerThrow
v_HammerThrow_g15_c04,0,5,female,HammerThrow
